Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intravitreal,29.04.2022,2022,authorised,approved,20.07.2023,2023,"Diseases of the eye and adnexa; Endocrine, nutritional, and metabolic diseases",yesafili-epar-public-assessment-report_en.pdf,Biologics,Yesafili,treatment of neovascular (wet) age-related macular degeneration (AMD); visual impairment due to macular oedema secondary to retinal vein occlusion (branch RVO or central RVO); visual impairment due to diabetic macular oedema (DME); visual impairment due to myopic choroidal neovascularisation (myopic CNV),<Macular Degeneration>; <Retinal Vein Occlusion>; <Diabetic Macular Edema>; <Myopic Choroidal Neovascularization>,no,treatment of neovascular (wet) age-related macular degeneration (AMD); visual impairment due to macular oedema secondary to retinal vein occlusion (branch RVO or central RVO); visual impairment due to diabetic macular oedema (DME); visual impairment due to myopic choroidal neovascularisation (myopic CNV),<Macular Degeneration>; <Retinal Vein Occlusion>; <Diabetic Macular Edema>; <Myopia>,Viatris Limited,Viatris,EMA/359132/2023,aflibercept,yes,no,solution for injection,EMEA/H/C/006022/0000,Not reported
subcutaneous,Not reported,Not reported,withdrawn,withdrawn,10.11.2016,2016,Neoplasms; Diseases of the blood and blood-forming organs,cavoley-withdrawal-assessment-report_en.pdf,Biologics,Cavoley,NA,Not Reported,no,to reduce the duration of neutropenia and the incidence of febrile neutropenia in adult patients treated with cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes),<Neutropenia>; <Febrile Neutropenia>; <Malignant Neoplasms>,Not reported,Not Reported,EMA/18691/2017,pegfilgrastim,no,no,solution for injection,EMEA/H/C/004342/0000,NA
subcutaneous,25.10.2017,2017,withdrawn,approved,31.01.2019,2019,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin; Diseases of the digestive system; Diseases of the eye and adnexa,kromeya-epar-public-assessment-report_en.pdf,Biologics,Kromeya,Rheumatoid arthritis; Juvenile idiopathic arthritis; Enthesitis-related arthritis; Ankylosing spondylitis; Axial spondyloarthritis without radiographic evidence of AS; Psoriatic arthritis; Psoriasis; Paediatric plaque psoriasis; Crohn’s disease; Paediatric Crohn's disease; Ulcerative colitis; Uveitis; Paediatric Uveitis,"<Rheumatoid Arthritis>; <Arthritis, Juvenile>; <Arthritis, Psoriatic>; <Spondylitis, Ankylosing>; <Spondyloarthritis>; <Psoriasis>; <Crohn Disease>; <Colitis, Ulcerative>; <Uveitis>",no,Rheumatoid arthritis; Juvenile idiopathic arthritis; Enthesitis-related arthritis; Ankylosing spondylitis; Axial spondyloarthritis without radiographic evidence of AS; Psoriatic arthritis; Psoriasis; Paediatric plaque psoriasis; Crohn’s disease; Paediatric Crohn's disease; Ulcerative colitis; Uveitis; Paediatric Uveitis,"<Rheumatoid Arthritis>; <Arthritis, Juvenile>; <Arthritis, Psoriatic>; <Spondylitis, Ankylosing>; <Spondylarthritis>; <Psoriasis>; <Crohn Disease>; <Colitis, Ulcerative>; <Uveitis>",Fresenius Kabi Deutschland GmbH,Fresenius,EMA/214726/2019,adalimumab,no,no,solution for injection,EMEA/H/C/005158/0000,NA
oral,28.11.2022,2022,authorised,approved,22.02.2024,2024,Diseases of the respiratory system; Other,nintedanib-accord-epar-public-assessment-report_en.pdf,Small molecule,Nintedanib Accord,Nintedanib Accord is indicated in adults for the treatment of idiopathic pulmonary fibrosis (IPF); other chronic fibrosing interstitial lung diseases (ILDs) with a progressive phenotype; systemic sclerosis associated interstitial lung disease (SSc-ILD).,<Idiopathic Pulmonary Fibrosis>; <Fibrosis>; <Interstitial Lung Diseases>; <Systemic Sclerosis>,no,Nintedanib Accord is indicated in adults for the treatment of idiopathic pulmonary fibrosis (IPF); other chronic fibrosing interstitial lung diseases (ILDs) with a progressive phenotype; systemic sclerosis associated interstitial lung disease (SSc-ILD).,<Idiopathic Pulmonary Fibrosis>; <Interstitial Lung Diseases>; <Systemic Sclerosis>,Accord Healthcare S.L.U.,Accord,EMA/108684/2024,Nintedanib,yes,no,soft capsules,EMEA/H/C/006179/0000,Not reported
oral,Not reported,Not reported,withdrawn,withdrawn,03.12.2012,2012,Neoplasms; Diseases of the musculoskeletal system and connective tissue,jenzyl-withdrawal-assessment-report_en.pdf,Small molecule,Jenzyl,NA,Not Reported,no,treatment of metastatic soft tissue sarcoma or bone sarcoma as maintenance therapy for patients who have completed at least 4 cycles of chemotherapy without evidence of disease progression,<Soft Tissue Sarcomas>; <Bone Neoplasms>,Not reported,Not Reported,Not reported,Ridaforolimus,no,yes,tablet,EMEA/H/C/2259,NA
oral,30.10.2007,2007,authorised,approved,02.12.2008,2008,"Endocrine, nutritional, and metabolic diseases",kuvan-epar-public-assessment-report_en.pdf,Small molecule,Kuvan,"treatment of hyperphenylalaninemia (HPA) in adult and paediatric patients of 4 years of age and over with phenylketonuria (PKU) who have been shown to be responsive to such treatment; treatment of hyperphenylalaninemia (HPA) in adult and paediatric patients with tetrahydrobiopterin (BH4) deficiency, who have been shown to be responsive to such treatment",<Phenylketonurias>; <Tetrahydrobiopterin Deficiency>,no,treatment of hyperphenylalaninemia (HPA) in adult and paediatric patients with phenylketonuria (PKU) or tetrahydrobiopterin (BH4) deficiency,<Hyperphenylalaninemia>; <Phenylketonurias>; <Tetrahydrobiopterin Deficiency>,Merck KGaA,Merck,EMA/604757/2008,sapropterin,no,yes,soluble tablets,EMEA/H/C/000943,NA
intravenous,05.10.2007,2007,withdrawn,withdrawn,20.11.2008,2008,Neoplasms,ixempra-withdrawal-assessment-report_en.pdf,Small molecule,Ixempra,NA,Not Reported,no,Treatment of locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy in combination with capecitabine in patients failing prior therapy with a taxane and an anthracycline or for whom further anthracycline therapy is not indicated.,<Breast Neoplasms>,Bristol-Myers Squibb Pharma EEIG,Bristol-Myers Squibb,Not reported,ixabepilone,no,no,lyophilised powder for concentrate for solution,EMEA/H/C/000930,NA
oral,Not reported,Not reported,withdrawn,withdrawn,20.11.2014,2014,Mental and behavioural disorders,aripiprazole-mylan-withdrawal-assessment-report_en.pdf,Small molecule,Aripiprazole Mylan,NA,Not Reported,no,schizophrenia in adults and adolescents aged 15 years and older; moderate to severe manic episodes in Bipolar I Disorder and prevention of new manic episodes in adults; up to 12 weeks of moderate to severe manic episodes in Bipolar I Disorder in adolescents aged 13 years and older,<Schizophrenia>; <Bipolar Disorder>,Not reported,Not Reported,Not reported,aripiprazole,yes,no,tablet; orodispersible tablet,EMEA/H/C/003926,Not reported
intramuscular,27.06.2007,2007,authorised,approved,25.09.2008,2008,Mental and behavioural disorders,zypadhera-epar-public-assessment-report_en.pdf,Small molecule,ZYPADHERA,Maintenance treatment of adult patients with schizophrenia sufficiently stabilised during acute treatment with oral olanzapine,<Schizophrenia>,yes,treatment and maintenance treatment of schizophrenia,<Schizophrenia>,Eli Lilly Nederland B.V.,Eli Lilly,EMA/608654/2008,olanzapine,no,no,powder for suspension for injection,EMEA/H/C/000890,NA
oral,17.12.2010,2010,authorised,approved,21.07.2011,2011,Neoplasms,zytiga-epar-public-assessment-report_en.pdf,Small molecule,Zytiga,Zytiga is indicated with prednisone or prednisolone for the treatment of metastatic castration resistant prostate cancer in adult men whose disease has progressed on or after a docetaxel-based chemotherapy regimen.,<Prostatic Neoplasms>,no,Zytiga is indicated with prednisone or prednisolone for the treatment of metastatic advanced prostate cancer (castration resistant prostate cancer) in adult patients who have received prior chemotherapy containing a taxane.,<Prostatic Neoplasms>,Janssen-Cilag International N.V.,Janssen-Cilag,EMA/CHMP/542871/2011,abiraterone,no,no,tablet,EMEA/H/C/002321,NA
Not reported,Not reported,Not reported,authorised,approved,Not reported,Not reported,Diseases of the circulatory system,irbesartan-hydrochlorothiazide-winthrop-epar-scientific-discussion_en.pdf,Small molecule,IRBESARTAN HYDROCHLOROTHIAZIDE WINTHROP,Treatment of essential hypertension. This fixed dose combination is indicated in patients whose blood pressure is not adequately controlled on Irbesartan or Hydrochlorothiazide alone.,<Hypertension>,yes,Treatment of essential hypertension. This fixed dose combination is indicated in patients whose blood pressure is not adequately controlled on Irbesartan or Hydrochlorothiazide alone.,<Hypertension>,Not reported,Not Reported,Not reported,Not reported,yes,no,Not reported,Not reported,Not reported
Oral,Not reported,Not reported,authorised,approved,Not reported,Not reported,Diseases of the nervous system,mirapexin-epar-scientific-discussion_en.pdf,Small molecule,Mirapexin,Treatment of signs and symptoms of advanced idiopathic Parkinson’s disease in combination with levodopa,<Parkinson Disease>,no,Treatment of signs and symptoms of advanced idiopathic Parkinson’s disease in combination with levodopa,<Parkinson Disease>,Not reported,Not Reported,Not reported,Pramipexole,no,no,Tablet,Not reported,NA
intravenous,03.03.2022,2022,withdrawn,approved,22.02.2024,2024,Neoplasms; Diseases of the respiratory system,tizveni-epar-public-assessment-report_en.pdf,Biologics,Tizveni,"Tizveni in combination with pemetrexed and platinum-containing chemotherapy is indicated for the first-line treatment of adult patients with non-squamous non-small cell lung cancer whose tumours have PD-L1 expression on ≥50% of tumour cells with no EGFR or ALK positive mutations and who have: locally advanced NSCLC and are not candidates for surgical resection or platinum-based chemoradiation, or metastatic NSCLC. Tizveni in combination with carboplatin and either paclitaxel or nab-paclitaxel is indicated for the first-line treatment of adult patients with squamous non-small cell lung cancer who have: locally advanced NSCLC and are not candidates for surgical resection or platinum-based chemoradiation, or metastatic NSCLC. Tizveni as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer after prior platinum-based therapy. Patients with EGFR mutant or ALK positive NSCLC should also have received targeted therapies before receiving tislelizumab.",<Non-Small Cell Lung Cancer>,no,Tislelizumab as monotherapy is indicated for the treatment of patients with locally advanced or metastatic NSCLC after prior chemotherapy in adults. Tislelizumab in combination with carboplatin and either paclitaxel or nab-paclitaxel for the first-line treatment of patients with locally advanced or metastatic squamous NSCLC. Tislelizumab in combination with pemetrexed and platinum-containing chemotherapy for the first-line treatment of patients with locally advanced or metastatic nonsquamous NSCLC with no EGFR or ALK genomic tumor aberrations.,<Lung Neoplasms>,Beigene Ireland limited,Beigene,EMA/116407/2024,Tislelizumab,no,no,concentrate for solution for infusion,EMEA/H/C/005542/0000,NA
Sublingual,Not reported,Not reported,authorised,approved,Not reported,Not reported,Mental and behavioural disorders,suboxone-epar-scientific-discussion_en.pdf,Small molecule,Suboxone,"Substitution treatment for opioid drug dependence, within a framework of medical, social and psychological treatment",<Opioid-Related Disorders>,no,"Substitution treatment for opioid drug dependence, within a framework of medical, social and psychological treatment",<Opioid-Related Disorders>,Schering-Plough,Schering-Plough,Not reported,Buprenorphine and Naloxone,yes,no,Sublingual tablet,EMEA/H/C/000697,CHMP
Oral,Not reported,Not reported,authorised,approved,Not reported,Not reported,Infectious and parasitic diseases,kaletra-epar-scientific-discussion_en.pdf,Peptides and proteins,Kaletra,"Treatment of HIV-1 infected adults and children above the age of 2 years, in combination with other antiretroviral agents",<HIV Infections>,no,"Treatment of HIV-1 infected adults and children above the age of 2 years, in combination with other antiretroviral agents",<HIV Infections>,Not reported,Not Reported,Not reported,Lopinavir and ritonavir,no,no,Soft capsules; Oral solution,Not reported,NA
oral,01.07.2016,2016,authorised,approved,20.07.2017,2017,Infectious and parasitic diseases,entecavir-accord-epar-public-assessment-report_en.pdf,Small molecule,Entecavir Accord,"treatment of chronic hepatitis B virus (HBV) infection in adults with compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (ALT) levels and histological evidence of active inflammation and/or fibrosis; decompensated liver disease; treatment of chronic HBV infection in nucleoside naive paediatric patients from 2 to < 18 years of age with compensated liver disease who have evidence of active viral replication and persistently elevated serum ALT levels, or histological evidence of moderate to severe inflammation and/or fibrosis",<Chronic Hepatitis B>; <Liver Diseases>,no,"treatment of chronic hepatitis B virus (HBV) infection in adults with compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (ALT) levels and histological evidence of active inflammation and/or fibrosis; decompensated liver disease; treatment of chronic HBV infection in nucleoside naive paediatric patients from 2 to < 18 years of age with compensated liver disease who have evidence of active viral replication and persistently elevated serum ALT levels, or histological evidence of moderate to severe inflammation and/or fibrosis",<Chronic Hepatitis B>,Accord Healthcare Ltd,Accord,EMA/520001/2017,entecavir,yes,no,film-coated tablet,EMEA/H/C/004458/0000,Not reported
