Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
Oral,14.05.2021,2021,authorised,approved,27.04.2022,2022,"Endocrine, nutritional, and metabolic diseases",auspar-bijuva-1-100-230217.pdf,Peptides and proteins,Bijuva 1/100,Estrogen deficiency symptoms in postmenopausal women with an intact uterus and with at least 12 months since last menses.,<Estrogen Deficiency>,no,Estrogen deficiency symptoms in postmenopausal women with an intact uterus and with at least 12 months since last menses.,<Estrogen Deficiency>,Theramex Australia Pty Ltd,Theramex,367690,Estradiol hemihydrate and progesterone,yes,no,Capsule,PM-2021-02236-1-5,Not reported
oral,31.08.2016,2016,authorised,approved,31.08.2017,2017,Diseases of the genitourinary system,auspar-fosfomycin-trometamol-180907.pdf,Small molecule,Monurol,treatment of acute uncomplicated lower urinary tract infections (acute cystitis) in females above 12 years of age,<Urinary Tract Infections>,no,treatment of acute uncomplicated lower urinary tract infections (acute cystitis) in females above 12 years of age,<Urinary Tract Infections>; <Cystitis>,Mayne Pharma International Pty Ltd,Mayne,278658,Fosfomycin trometamol,no,no,granules for oral solution,PM-2016-01944-1-2,NA
Intravenous and subcutaneous,Not reported,Not reported,authorised,approved,27.02.2017,2017,Diseases of the digestive system,auspar-ustekinumab-171024.pdf,Biologics,Stelara,Crohn’s Disease,<Crohn Disease>,yes,"Treatment of adult patients with moderately to severely active Crohn’s disease who have had an inadequate response, lost response, or were intolerant to either conventional therapy or a TNFα antagonist or have medical contraindications to such therapies.",<Crohn Disease>,Janssen-Cilag Pty. Ltd.,Janssen-Cilag,"282906, 149550, 149549, 165953 and 165954",Ustekinumab,yes,no,Solution for Injection,PM-2015-04746-1-1,Not reported
Oral inhalation,29.05.2020,2020,authorised,approved,06.05.2021,2021,Diseases of the respiratory system,auspar-fluticasone-furoate-umeclidinium-vilanterol-210908.pdf,Small molecule,Trelegy Ellipta,Maintenance treatment of asthma in adult patients who are not adequately controlled with a combination of inhaled corticosteroid and a long-acting beta2-agonist,<Asthma>,yes,Maintenance treatment of asthma in adult patients who are not adequately controlled with a combination of inhaled corticosteroid and a long-acting beta2-agonist,<Asthma>,GlaxoSmithKline Australia Pty Ltd,GlaxoSmithKline,284636 and 335858,Fluticasone furoate / umeclidinium / vilanterol,yes,no,Powder for inhalation,PM-2020-01842-1-5,Not reported
Inhalation,Not reported,Not reported,authorised,approved,22.05.2015,2015,Diseases of the respiratory system,auspar-tiotropium-bromide-161125.pdf,Small molecule,Spiriva Respimat / Favint Respimat,Spiriva is indicated as add on maintenance bronchodilator treatment in adult patients who are currently treated with the maintenance combination of inhaled corticosteroids (≥ 800 µg budesonide/day or equivalent) and long acting β2 agonists and who experienced one or more severe exacerbations in the previous year.,<Not Reported>,yes,"Spiriva Respimat is indicated as add-on maintenance treatment for the improvement of asthma symptoms, quality of life, and reduction of exacerbations, in adult patients with asthma who remain symptomatic on at least inhaled corticosteroids.",<Asthma>,Boehringer Ingelheim Pty Limited,Boehringer Ingelheim,"132578, 132590",Tiotropium bromide,yes,no,"Inhalation, conventional",PM-2014-00350-1-5,Not reported
Intravenous,31.05.2017,2017,authorised,approved,05.12.2018,2018,Neoplasms; Diseases of the digestive system,auspar-trastuzumab-200318.pdf,Biologics,Ogivri,"HER2-positive early breast cancer, locally advanced breast cancer, metastatic breast cancer, advanced gastric cancer",<Breast Neoplasms>; <Gastric Neoplasms>,no,"HER2-positive early breast cancer, locally advanced breast cancer, metastatic breast cancer, advanced gastric cancer",<Breast Neoplasms>; <Stomach Neoplasms>,Alphapharm Pty Ltd,Alphapharm,"288222, 288223",Trastuzumab,no,no,Powder for injection,PM-2017-01084-1-4,NA
Intravenous,31.05.2022,2022,authorised,approved,27.06.2023,2023,Diseases of the blood and blood-forming organs,auspar-andexxa-231204.pdf,Biologics,Andexxa,For adult patients treated with a direct factor Xa (FXa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,Not Reported,no,For adult patients treated with a direct factor Xa (FXa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,Not Reported,AstraZeneca Pty Ltd,AstraZeneca,388713,Andexanet alfa,no,no,Powder for injection,PM-2022-01981-1-3,NA
Oral,02.03.2020,2020,authorised (under additional monitoring),approved,29.10.2020,2020,Diseases of the blood and blood-forming organs; Neoplasms,auspar-decitabine-cedazuridine-210128.pdf,Small molecule,Inqovi 35/100,"Treatment of adult patients with myelodysplastic syndromes (MDS) intermediate-1, intermediate-2, and high-risk International Prognostic Scoring System groups, and patients with chronic myelomonocytic leukaemia (CMML).","<Myelodysplastic Syndromes>; <Leukemia, Myelomonocytic, Chronic>",no,"Treatment of adult patients with myelodysplastic syndromes (MDS) intermediate-1, intermediate-2, and high-risk International Prognostic Scoring System groups, and patients with chronic myelomonocytic leukaemia (CMML).","<Myelodysplastic Syndromes>; <Leukemia, Myelomonocytic, Chronic>",Otsuka Australia Pharmaceutical Pty Ltd,Otsuka,328904,Decitabine and cedazuridine,no,yes,"Tablet, film coated",PM-2020-00088-1-6,NA
Oral,30.09.2017,2017,authorised (under additional monitoring),approved,13.09.2018,2018,Infectious and parasitic diseases,auspar-tafenoquine-succinate-190408.pdf,Small molecule,Kodatef,Malaria Prophylaxis,<Malaria>,no,Prevention of malaria in adults for up to 6 months of continuous dosing,<Malaria>,Biocelect Pty Ltd,Biocelect,293438,Tafenoquine succinate,no,no,"Film coated, immediate release tablets",PM-2017-02418-1-2,NA
Subcutaneous,30.11.2016,2016,authorised,approved,18.10.2017,2017,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin,auspar-etanercept-180907.pdf,Biologics,Erelzi,Rheumatoid Arthritis; Psoriatic Arthritis; Plaque Psoriasis; Ankylosing Spondylitis; Non-radiographic Axial Spondyloarthritis; Polyarticular Juvenile Idiopathic Arthritis; Paediatric Plaque Psoriasis,"<Rheumatoid Arthritis>; <Arthritis, Psoriatic>; <Psoriasis>; <Spondylitis, Ankylosing>; <Spondylarthropathies>; <Arthritis, Juvenile>; <Psoriasis>",no,Rheumatoid Arthritis; Psoriatic Arthritis; Plaque Psoriasis; Ankylosing Spondylitis; Non-radiographic Axial Spondyloarthritis; Polyarticular Juvenile Idiopathic Arthritis; Paediatric Plaque Psoriasis,"<Rheumatoid Arthritis>; <Arthritis, Psoriatic>; <Psoriasis>; <Spondylitis, Ankylosing>; <Spondylarthritis>; <Arthritis, Juvenile>; <Psoriasis>",Novartis Pharmaceuticals Australia Pty Ltd,Novartis,"281780, 281783, 281784",Etanercept,yes,no,Solution for injection,PM-2016-03159-1-1,Not reported
Subcutaneous administration and intravenous infusion,28.02.2023,2023,authorised,approved,18.01.2024,2024,Diseases of the skin; Diseases of the musculoskeletal system and connective tissue; Diseases of the digestive system,auspar-wezlana-240618.pdf,Biologics,WEZLANA,Plaque Psoriasis; Psoriatic Arthritis; Crohn’s Disease; Ulcerative Colitis,<Plaque Psoriasis>; <Psoriatic Arthritis>; <Crohn Disease>; <Ulcerative Colitis>,no,"moderate to severe plaque psoriasis in adults, adolescents and in children; active psoriatic arthritis in adults; severely active Crohn’s disease in adults; moderately to severely active ulcerative colitis",<Plaque Psoriasis>; <Psoriatic Arthritis>; <Crohn Disease>; <Ulcerative Colitis>,Amgen Australia Pty Ltd,Amgen,"403011, 403012, 403013 and 403014",Ustekinumab,yes,no,Solution for injection and solution for infusion,PM-2023-00167-1-1,Not reported
"Intramuscular, intraglandular",30.11.2022,2022,authorised,approved,21.11.2023,2023,Diseases of the nervous system; Diseases of the musculoskeletal system and connective tissue,auspar-xeomin-240624.pdf,Biologics,XEOMIN,Chronic sialorrhea due to neurological/neurodevelopmental disorders; Spasticity of the lower and/or upper limbs,<Neurologic Manifestations>; <Spasticity>,yes,Chronic sialorrhea due to neurological disorders; Hemifacial spasm; Spasticity of the lower and/or upper limbs,<Chronic Sialorrhea>; <Hemifacial Spasm>; <Spasticity>,Merz Australia Pty Ltd,Merz,"205507, 205508",incobotulinumtoxinA,no,no,Powder for injection,PM-2022-03519-1-1,NA
Intravenous,01.08.2022,2022,authorised,approved,24.05.2024,2024,Neoplasms; Diseases of the respiratory system,auspar-tevimbra-240808.pdf,Biologics,Tevimbra,Oesophageal squamous cell carcinoma; Non-small cell lung cancer,<Oesophageal Neoplasms>; <Lung Neoplasms>,no,Oesophageal squamous cell carcinoma; Non-small cell lung cancer,<Oesophageal Neoplasms>; <Lung Neoplasms>,BeiGene AUS Pty Ltd,BeiGene,391176,Tislelizumab,no,no,Concentrate for solution for infusion,Not reported,NA
Intramuscular,02.11.2020,2020,authorised (under additional monitoring),approved,24.01.2021,2021,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-bnt162b2-mrna-210125.pdf,Vaccine,Comirnaty,"Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 16 years of age and older.",<Coronavirus Infections>,no,Active immunisation against COVID-19 disease caused by SARS-CoV-2 virus in individuals aged 16 years and over.,<COVID-19>,Pfizer Australia Pty Ltd,Pfizer,346290,BNT162b2,yes,no,Concentrated suspension for injection,PM-2020-05461-1-2,Not reported
Oral,30.06.2016,2016,authorised,approved,09.08.2017,2017,"Endocrine, nutritional, and metabolic diseases",auspar-migalastat-180830.pdf,Small molecule,Galafold,Long-term treatment of adult and adolescent patients 16 years and older with a confirmed diagnosis of Fabry disease (α-galactosidase A deficiency) and who have an amenable mutation.,<Fabry Disease>,no,Long-term treatment of adult and adolescent patients 16 years and older with a confirmed diagnosis of Fabry disease (α-galactosidase A deficiency) and who have an amenable mutation.,<Fabry Disease>,Amicus Therapeutics Pty Ltd,Amicus,276051,Migalastat,no,yes,Capsules,PM-2016-01191-1-3,NA
Intravenous infusion,Not reported,Not reported,authorised,approved,15.07.2015,2015,Diseases of the circulatory system,auspar-albumin-human-170502.pdf,Biologics,"Albunate 5, Albunate 20 and Albunate 25",Restoration and maintenance of circulating blood volume where volume deficiency has been demonstrated and use of a colloid is appropriate,Not Reported,no,Restoration and maintenance of circulating blood volume where volume deficiency has been demonstrated and use of a colloid is appropriate,Not Reported,CSL Limited,CSL,"223744, 223741, 223739, 223743, 223740, 223742",Albumin,yes,no,Solution,PM-2014-01051-1-5,Not reported
Intramuscular,30.11.2020,2020,authorised,approved,10.11.2021,2021,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-flucelvax-quad-221118.pdf,Vaccine,Flucelvax Quad,"For the prevention of influenza caused by influenza virus, Types A and B contained in the vaccine. The vaccine is indicated for use in adults and children 2 years of age and older.",<Influenza>,yes,"For the prevention of influenza caused by influenza virus, Types A and B contained in the vaccine. The vaccine is indicated for use in adults and children 2 years of age and older.",<Influenza>,Seqirus Pty Ltd,Seqirus,319093 and 341450,Quadrivalent influenza vaccine,no,no,Suspension for injection,PM-2020-05368-1-2,NA
Oral,22.12.2021,2021,authorised,approved,14.02.2023,2023,"Diseases of the respiratory system; Endocrine, nutritional, and metabolic diseases",auspar-kalydeco-241105.pdf,Small molecule,Kalydeco,treatment of cystic fibrosis (CF) in patients aged 4 months and older who have at least one mutation in the CFTR gene that is responsive to ivacaftor potentiation based on clinical and/or in vitro assay data,<Cystic Fibrosis>,yes,treatment of cystic fibrosis (CF) in patients aged 4 months and older who have at least one mutation in the CFTR gene that is responsive to ivacaftor potentiation based on clinical and/or in vitro assay data,<Cystic Fibrosis>,Vertex Pharmaceuticals (Australia) Pty Ltd,Vertex,"198654 , 198655 , 267390 , 269661 , 342815",Ivacaftor,yes,yes,"Film-coated tablets, granules",PM-2021-5827-1-5,Not reported
Oral,Not reported,Not reported,authorised,approved,30.08.2012,2012,Neoplasms,auspar-pazopanib-hydrochloride-130225.pdf,Small molecule,Votrient,"For the treatment of advanced (unresectable and/or metastatic) soft tissue sarcoma (STS) in patients who, unless otherwise contraindicated, have received prior chemotherapy including an anthracycline treatment.",<Soft Tissue Neoplasms>,yes,Treatment of patients with advanced (unresectable and/or metastatic) Soft Tissue Sarcoma (STS) who have received prior anthracycline treatment or for patients who are unsuited for such therapy.,<Soft Tissue Sarcomas>,GlaxoSmithKline Australia Pty Ltd,GlaxoSmithKline,"161282, 161281",Pazopanib hydrochloride,yes,yes,Tablet,PM-2011-01972-3-4,Not reported
Subcutaneous,03.01.2017,2017,authorised,approved,14.11.2017,2017,Diseases of the circulatory system,auspar-tocilizumab-180613.pdf,Biologics,Actemra,Giant Cell Arteritis (SC formulation only),<Giant Cell Arteritis>,yes,Treatment of giant cell arteritis (GCA) in adult patients,<Giant Cell Arteritis>,Roche Products Pty Limited,Roche,234034,Tocilizumab,yes,no,Solution for injection,PM-2016-03548-1-3,Not reported
Oral,Not reported,Not reported,authorised,approved,20.12.2011,2011,Infectious and parasitic diseases,auspar-rilpivirine-120327.pdf,Small molecule,Edurant,"Treatment of HIV-1 infection in antiretroviral treatment naïve adult patients with viral load ≤ 100,000 copies/mL at baseline",<HIV Infections>,no,Treatment of HIV-1 infection in antiretroviral treatment naïve adult patients,<HIV Infections>,Janssen-Cilag Pty Ltd,Janssen-Cilag,AUST R 176666,Rilpivirine,no,no,Tablet,PM-2010-03030-3-2,NA
Oral,01.04.2019,2019,authorised (under additional monitoring),approved,19.03.2020,2020,Neoplasms,auspar-alpelisib-200820.pdf,Small molecule,Piqray,"Treatment of postmenopausal women, and men, with hormone receptor positive, HER2-negative, advanced or metastatic breast cancer with a PIK3CA mutation as detected by a validated test following progression on or after an endocrine-based regimen.",<Breast Neoplasms>,no,"Treatment of postmenopausal women, and men, with hormone receptor positive, HER2-negative, advanced or metastatic breast cancer with a PIK3CA mutation in combination with fulvestrant after disease progression following an endocrine-based regimen.",<Breast Neoplasms>,Novartis Pharmaceuticals Australia Pty Ltd,Novartis,"315020, 315055, 315064",Alpelisib,no,no,Film coated tablet,PM-2019-00401-1-4,NA
Intravenous,31.05.2022,2022,authorised,approved,19.06.2023,2023,Neoplasms; Diseases of the liver,auspar-imfinzi-231208.pdf,Biologics,Imfinzi,treatment of adult patients with unresectable hepatocellular carcinoma (uHCC) who have not received prior treatment with a PD-1/PD-L1 inhibitor,<Hepatocellular Carcinoma>,yes,treatment of patients with unresectable hepatocellular carcinoma (uHCC),<Hepatocellular Carcinoma>,AstraZeneca Pty Ltd,AstraZeneca,283215 and 283216,Durvalumab,yes,no,Concentrated solution for infusion,PM-2022-01573-1-4,Not reported
