Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
oral,12.09.2022,2022,authorised,japan,approved,12.05.2023,2023,"endocrine, nutritional, and metabolic diseases",<hyperlipidemias>,000266893.pdf,small molecule,parmodia xr,hyperlipidemia (including familial hyperlipidemia),yes,hyperlipidemia (including familial hyperlipidemia),<hyperlipidemias>,"kowa company, ltd.",kowa,000266893,pemafibrate,yes,no,tablet,,,PMDA
oral,25.08.2022,2022,authorised,japan,approved,29.05.2023,2023,diseases of the skin,<alopecia areata>,000266925.pdf,small molecule,litfulo,alopecia areata (limited to intractable cases involving extensive hair loss),no,alopecia areata (limited to intractable cases involving extensive hair loss),<alopecia areata>,pfizer japan inc.,pfizer,000266925,ritlecitinib tosilate,no,no,capsule,,na,PMDA
intravenous,16.01.2023,2023,authorised,japan,approved,21.08.2023,2023,diseases of the nervous system,<alzheimer disease>,000267068.pdf,biologics,leqembi,to slow the progression of mild cognitive impairment and mild dementia due to alzheimer’s disease,no,to slow the progression of early alzheimer’s disease (mild cognitive impairment and mild dementia due to alzheimer’s disease),<alzheimer disease>,"eisai co., ltd.",eisai,000267068,lecanemab,no,no,injection,,na,PMDA
oral,14.02.2022,2022,authorised,japan,approved,,2022,neoplasms,<breast neoplasms>,000267330.pdf,small molecule,ts-1,"adjuvant therapy for hormone receptor-positive, her2-negative breast cancer with a high risk of recurrence",yes,"adjuvant therapy for hormone receptor-positive, her2-negative breast cancer with a high risk of recurrence",<breast neoplasms>,"taiho pharmaceutical co., ltd.",taiho,000267330,tegafur/gimeracil/oteracil potassium,yes,no,capsule,,,PMDA
oral,28.07.2022,2022,authorised,japan,approved,29.05.2023,2023,neoplasms; diseases of the digestive system,<biliary tract neoplasms>,000267944.pdf,small molecule,lytgobi,unresectable fgfr2 gene fusion-positive biliary tract cancer that has progressed after cancer chemotherapy,no,"previously treated, locally advanced or metastatic biliary tract cancer harboring fgfr2 gene fusion or other rearrangements",<biliary tract neoplasms>,"taiho pharmaceutical co., ltd.",taiho,000267944,futibatinib,no,no,tablet,,na,PMDA
subcutaneous,29.08.2022,2022,authorised,japan,approved,31.07.2023,2023,diseases of the blood and blood-forming organs,<congenital hemophilia>,000268789.pdf,biologics,alhemo,control of bleeding tendency in patients with congenital hemophilia with coagulation factor viii or ix inhibitors,no,control of bleeding tendency in patients with congenital hemophilia with coagulation factor viii or ix inhibitors,<congenital hemophilia>,novo nordisk pharma ltd.,novo nordisk,000268789,concizumab,no,yes,solution,,na,PMDA
intramuscular,09.02.2023,2023,authorised,japan,approved,15.06.2023,2023,infectious and parasitic diseases,<coronavirus infections>,000269293.pdf,vaccine,spikevax,prevention of disease caused by sars-cov-2 infection (covid-19),yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2 infections>,"moderna japan co., ltd.",moderna,000269293,coronavirus (sars-cov-2) rna vaccine,yes,no,suspension,,,PMDA
intramuscular,28.04.2023,2023,authorised,japan,approved,27.11.2023,2023,infectious and parasitic diseases,<covid-19>,000269813.pdf,vaccine,kostaive,prevention of disease caused by sars-cov-2 infection (covid-19),no,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,"meiji seika pharma co., ltd.",meiji,000269813,coronavirus (sars-cov-2) rna vaccine,no,no,lyophilisate,,na,PMDA
subcutaneous,31.10.2014,2014,authorised,japan,approved,10.07.2015,2015,"endocrine, nutritional, and metabolic diseases",<diabetes mellitus>,000269814.pdf,peptides and proteins,tresiba,diabetes mellitus where treatment with insulin is required,yes,diabetes mellitus where treatment with insulin is required,<diabetes mellitus>,novo nordisk pharma ltd.,novo nordisk,000269814,insulin degludec,yes,no,solution,,,PMDA
oral,10.02.2022,2022,authorised,japan,approved,05.07.2023,2023,neoplasms; diseases of the genitourinary system,<prostatic neoplasms>,000269956.pdf,small molecule,lynparza,treatment of brca mutation-positive metastatic castration-resistant prostate cancer,yes,treatment of brca mutation-positive metastatic castration-resistant prostate cancer,<prostatic neoplasms>,astrazeneca k.k.,astrazeneca,000269956,olaparib,yes,no,tablet,,,PMDA
oral,28.12.2021,2021,authorised,japan,approved,29.08.2022,2022,neoplasms; diseases of the blood and blood-forming organs,<adult t-cell leukemia-lymphoma>,000269997.pdf,small molecule,ezharmia,relapsed or refractory adult t-cell leukemia-lymphoma,no,relapsed or refractory adult t-cell leukemia-lymphoma,<adult t-cell leukemia-lymphoma>,"daiichi sankyo company, limited",daiichi sankyo,000269997,valemetostat tosilate,no,yes,tablet,,na,PMDA
intravenous,19.01.2021,2021,authorised,japan,approved,30.08.2021,2021,"endocrine, nutritional, and metabolic diseases",<pompe disease>,000270056.pdf,biologics,nexviazyme,pompe disease,yes,pompe disease,<pompe disease>,sanofi k.k.,sanofi,000270056,avalglucosidase alfa,no,yes,lyophilisate,,na,PMDA
subcutaneous,08.12.2022,2022,authorised,japan,approved,21.08.2023,2023,diseases of the nervous system,<generalized myasthenia gravis>,000270515.pdf,peptides and proteins,zilbrysq,generalized myasthenia gravis (only in patients who inadequately respond to corticosteroids or nonsteroidal immunosuppressants),no,generalized myasthenia gravis,<myasthenia gravis>,"ucb japan co., ltd.",ucb,000270515,zilucoplan,no,no,solution,,na,PMDA
subcutaneous,03.03.2023,2023,authorised,japan,approved,27.11.2023,2023,diseases of the skin,"<dermatitis, atopic>",000270578.pdf,biologics,ebglyss,atopic dermatitis not responding adequately to conventional treatments,no,atopic dermatitis not responding adequately to conventional treatments,"<dermatitis, atopic>",eli lilly japan k.k.,eli lilly,000270578,lebrikizumab,no,no,injection,,na,PMDA
intramuscular,07.09.2023,2023,authorised,japan,approved,17.11.2023,2023,infectious and parasitic diseases,<covid-19>,000270669.pdf,vaccine,daichirona,prevention of disease caused by sars-cov-2 infection (covid-19),yes,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,"daiichi sankyo company, limited",daiichi sankyo,000270669,coronavirus (sars-cov-2) rna vaccine,yes,no,injection,,,PMDA
oral,24.02.2023,2023,authorised,japan,approved,27.11.2023,2023,neoplasms,<breast neoplasms>,000270833.pdf,small molecule,talzenna,brca-mutated her2-negative inoperable or recurrent breast cancer after prior chemotherapy,no,castration-resistant prostate cancer; brca-mutated her2-negative inoperable or recurrent breast cancer,"<prostatic neoplasms, castration-resistant>; <breast neoplasms>",pfizer japan inc.,pfizer,000270833,talazoparib tosilate,no,no,capsule,,na,PMDA
oral,30.06.2022,2022,authorised,japan,approved,27.02.2023,2023,infectious and parasitic diseases,<cytomegalovirus infections>,000270863.pdf,small molecule,valixa,symptomatic congenital cytomegalovirus disease,yes,symptomatic congenital cytomegalovirus disease,<cytomegalovirus infections>,mitsubishi tanabe pharma corporation,mitsubishi tanabe,000270863,valganciclovir,yes,yes,dry syrup,,,PMDA
oral,24.04.2023,2023,authorised,japan,approved,08.12.2023,2023,neoplasms; diseases of the circulatory system,<refractory vascular tumors>; <refractory vascular malformations>,000271105.pdf,small molecule,rapalimus,refractory vascular tumors and refractory vascular malformations,yes,refractory vascular tumors and refractory vascular malformations,<neoplasms>; <vascular malformations>,"nobelpharma co., ltd.",nobel,000271105,sirolimus,yes,yes,tablet,,,PMDA
subcutaneous,26.04.2023,2023,authorised,japan,approved,22.02.2024,2024,diseases of the respiratory system,<bronchial asthma>,000271106.pdf,biologics,fasenra,bronchial asthma (only for patients with intractable bronchial asthma uncontrolled on conventional therapy),yes,bronchial asthma (only for patients with intractable bronchial asthma uncontrolled on conventional therapy),<bronchial asthma>,astrazeneca k.k.,astrazeneca,000271106,benralizumab,yes,no,injection,,,PMDA
oral,19.05.2023,2023,authorised,japan,approved,08.12.2023,2023,diseases of the blood and blood-forming organs,<paroxysmal nocturnal hemoglobinuria>,000271107.pdf,small molecule,voydeya,paroxysmal nocturnal hemoglobinuria,no,inhibition of extravascular hemolysis in patients with paroxysmal nocturnal hemoglobinuria,<paroxysmal nocturnal hemoglobinuria>,alexion pharma gk,alexion,000271107,danicopan,no,yes,tablet,,na,PMDA
intravenous,27.07.2023,2023,authorised,japan,approved,22.02.2024,2024,neoplasms; diseases of the blood and blood-forming organs,<precursor cell lymphoblastic leukemia-lymphoma>,000271597.pdf,biologics,besponsa,relapsed or refractory cd22-positive acute lymphoblastic leukemia,yes,relapsed or refractory cd22-positive acute lymphoblastic leukemia,<precursor cell lymphoblastic leukemia-lymphoma>,pfizer japan inc.,pfizer,000271597,inotuzumab ozogamicin,yes,yes,lyophilisate,,,PMDA
oral,28.10.2022,2022,authorised,japan,approved,21.08.2023,2023,"diseases of the genitourinary system; endocrine, nutritional, and metabolic diseases",<hyperphosphatemia>; <chronic kidney disease>,000271700.pdf,small molecule,phozevel,improvement of hyperphosphatemia in patients with chronic kidney disease on dialysis,no,improvement of hyperphosphatemia in patients with chronic kidney disease on dialysis,<hyperphosphatemia>; <chronic kidney disease>,"kyowa kirin co., ltd.",kyowa kirin,000271700,tenapanor hydrochloride,no,no,tablet,,na,PMDA
intravenous,16.08.2023,2023,authorised,japan,approved,29.02.2024,2024,diseases of the blood and blood-forming organs,<thrombotic thrombocytopenic purpura>,000272019.pdf,biologics,adzynma,congenital thrombotic thrombocytopenic purpura,no,congenital thrombotic thrombocytopenic purpura,<thrombotic thrombocytopenic purpura>,takeda pharmaceutical company limited,takeda,000272019,apadamtase alfa,no,yes,lyophilisate,,na,PMDA
oral,30.01.2023,2023,authorised,japan,approved,08.12.2023,2023,mental and behavioural disorders,<depressive disorder>,000272245.pdf,small molecule,rexulti,depression or depressive state (for use only in patients who have an inadequate response to existing antidepressant therapy),yes,depression or depressive state (for use only in patients who have an inadequate response to existing antidepressant therapy),<depressive disorder>,"otsuka pharmaceutical co., ltd.",otsuka,000272245,brexpiprazole,yes,no,tablet,,,PMDA
intravenous,09.06.2023,2023,authorised,japan,approved,04.03.2024,2024,neoplasms; diseases of the digestive system,<gastric cancer>,000272323.pdf,biologics,vyloy,cldn18.2-positive unresectable advanced or recurrent gastric cancer,no,"cldn18.2-positive locally advanced, unresectable or metastatic gastric cancer",<gastric cancer>,astellas pharma inc.,astellas,000272323,zolbetuximab,no,no,lyophilisate,,na,PMDA
oral,31.01.2024,2024,authorised,japan,approved,24.05.2024,2024,neoplasms; diseases of the blood and blood-forming organs,<peripheral t-cell lymphoma>,000272485.pdf,small molecule,ezharmia,relapsed or refractory peripheral t-cell lymphoma,yes,relapsed or refractory peripheral t-cell lymphoma,<peripheral t-cell lymphoma>,"daiichi sankyo company, limited",daiichi sankyo,000272485,valemetostat,yes,no,tablet,,,PMDA
inhalation,30.06.2023,2023,authorised,japan,approved,04.03.2024,2024,diseases of the respiratory system,<autoimmune diseases>,000272776.pdf,biologics,sargmalin,autoimmune pulmonary alveolar proteinosis,no,autoimmune pulmonary alveolar proteinosis,<autoimmune diseases>,"nobelpharma co., ltd.",nobel,000272776,sargramostim,no,yes,lyophilisate,,na,PMDA
oral,26.07.2023,2023,authorised,japan,approved,29.02.2024,2024,diseases of the musculoskeletal system and connective tissue,<distal myopathy>,000273006.pdf,small molecule,acenobel,suppression of the progression of muscular weakness in patients with distal myopathy with rimmed vacuoles,no,suppression of the progression of muscular weakness in patients with gne myopathy,<gne myopathy>,"nobelpharma co., ltd.",nobel,000273006,aceneuramic acid,no,yes,tablet,,na,PMDA
intravenous,14.06.2023,2023,authorised,japan,approved,29.02.2024,2024,diseases of the blood and blood-forming organs,<paroxysmal nocturnal hemoglobinuria>,000273123.pdf,biologics,piasky,paroxysmal nocturnal hemoglobinuria,no,paroxysmal nocturnal hemoglobinuria,<paroxysmal nocturnal hemoglobinuria>,"chugai pharmaceutical co., ltd.",chugai,000273123,crovalimab,no,no,injection,,na,PMDA
oral,08.06.2023,2023,authorised,japan,approved,04.03.2024,2024,infectious and parasitic diseases,<coronavirus infections>,000273156.pdf,small molecule,xocova,disease caused by sars-cov-2 infection (covid-19),no,disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,"shionogi & co., ltd.",shionogi,000273156,ensitrelvir fumaric acid,no,no,tablet,,na,PMDA
intravenous,13.06.2023,2023,authorised,japan,approved,29.02.2024,2024,diseases of the blood and blood-forming organs,"<generalized myasthenia gravis>; <thrombocytopenic purpura, chronic>",000273743.pdf,biologics,vyvgart,generalized myasthenia gravis; chronic idiopathic thrombocytopenic purpura,yes,generalized myasthenia gravis; primary immune thrombocytopenia,<generalized myasthenia gravis>; <primary immune thrombocytopenia>,argenx japan k.k.,argenx,000273743,efgartigimod alfa,yes,yes,injection,,,PMDA
intramuscular,25.05.2023,2023,authorised,japan,approved,05.10.2023,2023,infectious and parasitic diseases,<sars-cov-2 infections>,000274240.pdf,vaccine,spikevax,prevention of disease caused by sars-cov-2 infection (covid-19),yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2 infections>,"moderna japan co., ltd.",moderna,000274240,coronavirus rna vaccine,yes,no,suspension,,,PMDA
subcutaneous,31.03.2023,2023,authorised,japan,approved,05.02.2024,2024,diseases of the skin,<chronic urticaria>,000274306.pdf,biologics,dupixent,chronic spontaneous urticaria,yes,chronic spontaneous urticaria,<chronic urticaria>,sanofi k.k.,sanofi,000274306,dupilumab,yes,no,syringe,,,PMDA
subcutaneous,10.08.2023,2023,authorised,japan,approved,31.05.2024,2024,"endocrine, nutritional, and metabolic diseases",<diabetes mellitus>,000274762.pdf,peptides and proteins,awiqli,diabetes mellitus where treatment with insulin is required,no,diabetes mellitus where treatment with insulin is required,<diabetes mellitus>,novo nordisk pharma ltd.,novo nordisk,000274762,insulin icodec,no,no,solution,,na,PMDA
oral,30.06.2023,2023,authorised,japan,approved,09.05.2024,2024,neoplasms; diseases of the blood and blood-forming organs,<mantle cell lymphoma>,000275223.pdf,small molecule,jaypirca,relapsed or refractory mantle cell lymphoma in patients who are resistant or intolerant to other btk inhibitors,no,relapsed or refractory mantle cell lymphoma in patients who are resistant or intolerant to other btk inhibitors,<mantle cell lymphoma>,eli lilly japan k.k.,eli lilly,000275223,pirtobrutinib,no,,tablet,,na,PMDA
intravenous,18.08.2023,2023,authorised,japan,approved,01.08.2024,2024,diseases of the nervous system,<alzheimer disease>,000275604.pdf,biologics,kisunla,to slow the progression of mild cognitive impairment and mild dementia due to alzheimer’s disease,no,to slow the progression of mild cognitive impairment and mild dementia due to alzheimer’s disease,<alzheimer disease>,eli lilly japan k.k.,eli lilly,000275604,donanemab,no,no,solution,,na,PMDA
