Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
subcutaneous,02.05.2022,2022,authorised (under additional monitoring),TGA,approved,20.03.2023,2023,diseases of the musculoskeletal system and connective tissue,<osteoporosis>,auspar-teriparatide-lupin-teriparatide-lapl-teriparatide-gh-231012.pdf,peptides and proteins,teriparatide lupin/teriparatide lapl/teriparatide gh,treatment of osteoporosis in postmenopausal women and primary osteoporosis in men when other agents are unsuitable and high risk of fractures; osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at high risk for fracture,no,treatment of osteoporosis in postmenopausal women and primary osteoporosis in men when other agents are unsuitable and high risk of fractures; osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at high risk for fracture,<osteoporosis>,generic health pty ltd,generic health,"373602, 373603 and 373604",teriparatide,yes,no,solution,pm-2021-03753-1-5,
intravenous,,,authorised,TGA,approved,09.01.2012,2012,diseases of the genitourinary system; diseases of the digestive system,<hepatorenal syndrome>,auspar-terlipressin-130827.pdf,peptides and proteins,lucassin,the treatment of patients with hepatorenal syndrome (hrs) type 1 who are actively being considered for a liver transplant.,no,the treatment of patients with hepatorenal syndrome (hrs) type 1 who are actively being considered for a liver transplant.,<hepatorenal syndrome>,ikaria australia pty ltd,ikaria,176845,terlipressin,yes,yes,powder,pm-2010-02975-3-1,
intravenous,,,authorised,TGA,approved,11.05.2012,2012,diseases of the digestive system,<esophageal and gastric varices>,auspar-terlipressin-acetate-121126.pdf,peptides and proteins,glypressin,treatment of bleeding oesophageal varices,no,treatment of bleeding oesophageal varices,<esophageal and gastric varices>,ferring pharmaceuticals pty ltd,ferring,177517; 177708,terlipressin acetate,yes,yes,powder; solution,pm-2010-03182-3-3,
subcutaneous; intravenous,,,authorised,TGA,approved,16.08.2011,2011,neoplasms; diseases of the blood and blood-forming organs; infectious and parasitic diseases,"<neoplasms>; <leukemia, myeloid, acute>; <neutropenia>; <hiv infections>",auspar-tevagrastim-1.pdf,biologics,tevagrastim,to decrease the incidence of infection in patients with nonmyeloid malignancies receiving myelosuppressive anticancer drugs; to reduce the duration of neutropenia in patients undergoing chemotherapy for acute myeloid leukaemia; for the mobilisation of peripheral blood progenitor cells; to reduce the duration of neutropenia following bone marrow transplantation; for chronic administration to increase neutrophil counts in patients with severe chronic neutropenia; in patients with hiv infection for reversal of neutropenia.,no,to decrease the incidence of infection in patients with nonmyeloid malignancies receiving myelosuppressive anticancer drugs; to reduce the duration of neutropenia in patients undergoing chemotherapy for acute myeloid leukaemia; for the mobilisation of peripheral blood progenitor cells; to reduce the duration of neutropenia following bone marrow transplantation; for chronic administration to increase neutrophil counts in patients with severe chronic neutropenia; in patients with hiv infection for reversal of neutropenia.,"<neoplasms>; <leukemia, myeloid, acute>; <neutropenia>; <hiv infections>",aspen pharmacare australia pty ltd,aspen,163657 and 163677,filgrastim,no,no,solution,pm-2009-1996-3-4,na
intravenous,01.08.2022,2022,authorised,TGA,approved,24.05.2024,2024,neoplasms; diseases of the respiratory system,<oesophageal neoplasms>; <lung neoplasms>,auspar-tevimbra-240808.pdf,biologics,tevimbra,oesophageal squamous cell carcinoma; non-small cell lung cancer,no,oesophageal squamous cell carcinoma; non-small cell lung cancer,<oesophageal neoplasms>; <lung neoplasms>,beigene aus pty ltd,beigene,391176,tislelizumab,no,no,tablet,,na
oral,31.01.2018,2018,authorised (under additional monitoring),TGA,approved,01.03.2019,2019,diseases of the respiratory system; congenital malformations and chromosomal abnormalities,<cystic fibrosis>,auspar-tezacaftor-ivacaftor-ivacaftor-191016.pdf,small molecule,symdeko,treatment of patients with cystic fibrosis (cf) aged 12 years and older who are homozygous for the f508del mutation or who have at least one mutation in the cftr gene that is responsive to tezacaftor/ivacaftor based on in vitro data and/or clinical evidence.,no,treatment of patients with cystic fibrosis (cf) aged 12 years and older who are homozygous for the f508del mutation or who have at least one mutation in the cftr gene that is responsive to tezacaftor/ivacaftor based on in vitro data and/or clinical evidence.,<cystic fibrosis>,vertex pharmaceuticals australia pty ltd,vertex,298329,tezacaftor/ivacaftor,no,yes,tablet,pm-2017-04765-1-5,na
oral,,,authorised,TGA,approved,09.05.2014,2014,"endocrine, nutritional, and metabolic diseases; neoplasms",<thyroid hormone deficiency>; <thyroid neoplasms>,auspar-thyroxine-sodium-140612.pdf,small molecule,"eltroxin, aspen thyroxine, thyroxine aspen",management of demonstrated thyroid hormone deficiency; suppression of thyrotropin (tsh) for the management of tsh-responsive tumours of the thyroid,no,management of demonstrated thyroid hormone deficiency; suppression of thyrotropin (tsh) for the management of tsh-responsive tumours of the thyroid; management of thyroiditis such as hashimoto’s disease,<thyroid hormone deficiency>; <thyroid neoplasms>; <thyroiditis>; <hashimoto disease>,aspen pharma pty ltd,aspen,"206944, 206946, 206950, 206954, 206958, 206960, 206961, 206963, 206966, 206967, 206974",thyroxine sodium,yes,no,tablet,pm-2012-04477-1-5,
oral,01.08.2022,2022,authorised (under additional monitoring),TGA,approved,04.04.2023,2023,neoplasms; diseases of the digestive system,<cholangiocarcinoma>,auspar-tibsovo-231003.pdf,small molecule,tibsovo,treatment of adult patients with locally advanced or metastatic cholangiocarcinoma with an isocitrate dehydrogenase-1 (idh1) r132 mutation after at least one prior line of systemic therapy.,no,"treatment of adult patients with locally advanced or metastatic cholangiocarcinoma with an isocitrate dehydrogenase-1 (idh1) mutation, who were previously treated by at least one prior line of systemic therapy.",<cholangiocarcinoma>,servier laboratories (aust) pty ltd,servier,391874,ivosidenib,no,yes,tablet,pm-2022-02134-1-4,na
oral,31.08.2022,2022,authorised (under additional monitoring),TGA,approved,15.09.2023,2023,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, myeloid, acute>",auspar-tibsovo-240402l.pdf,small molecule,tibsovo,treatment of acute myeloid leukaemia (aml) with idh1 r132 mutation,no,treatment of acute myeloid leukaemia (aml) with idh1 r132 mutation,"<leukemia, myeloid, acute>",servier laboratories (aust.) pty ltd,servier,391874,ivosidenib,yes,no,tablet,pm-2022-02178-1-6,
oral,,,na,TGA,rejected,25.10.2016,2016,diseases of the circulatory system,not reported,auspar-ticagrelor-170531.pdf,small molecule,brilinta,na,yes,prevention of atherothrombotic events in patients with a history of myocardial infarction and high risk of developing atherothrombotic events,<myocardial infarction>,astrazeneca pty ltd,astrazeneca,167237,ticagrelor,yes,no,tablet,pm-2015-01532-1-3,
subcutaneous,31.07.2017,2017,authorised,TGA,approved,05.09.2018,2018,diseases of the skin,<psoriasis>,auspar-tildrkizumab-190924.pdf,biologics,ilumya,treatment of adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy.,no,treatment of adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy.,<psoriasis>,sun pharma anz pty ltd,sun,290683,tildrakizumab,no,no,solution,pm-2017-02274-1-1,na
ocular,,,authorised,TGA,approved,23.12.2009,2009,diseases of the eye and adnexa,"<glaucoma, open-angle>; <ocular hypertension>",auspar-timolol.pdf,small molecule,azarga,decrease of ocular pressure (iop) in patients with open-angle glaucoma or ocular hypertension for whom monotherapy with either component provides insufficient iop reduction.,no,decrease of ocular pressure (iop) in patients with open-angle glaucoma or ocular hypertension for whom monotherapy provides insufficient iop reduction.,"<glaucoma, open-angle>; <ocular hypertension>",alcon laboratories (australia) pty ltd,alcon,,brinzolamide/ timolol maleate,no,no,drops,,na
inhalation,09.10.2017,2017,authorised,TGA,approved,31.10.2018,2018,diseases of the respiratory system,<chronic obstructive pulmonary disease>,auspar-tiotropium-190613.pdf,small molecule,braltus,braltus is indicated for the long term maintenance treatment of bronchospasm and dyspnoea associated with chronic obstructive pulmonary disease (copd). braltus is indicated for the prevention of copd exacerbations.,no,braltus is indicated for the long term maintenance treatment of bronchospasm and dyspnoea associated with chronic obstructive pulmonary disease (copd). braltus is indicated for the prevention of copd exacerbations.,<chronic obstructive pulmonary disease>,teva pharmaceuticals pty ltd,teva,293317,tiotropium,yes,no,capsule,pm-2017-03103-1-5,
inhalation,,,authorised,TGA,approved,22.05.2015,2015,diseases of the respiratory system,<not reported>,auspar-tiotropium-bromide-161125.pdf,small molecule,spiriva respimat / favint respimat,spiriva is indicated as add on maintenance bronchodilator treatment in adult patients who are currently treated with the maintenance combination of inhaled corticosteroids (≥ 800 µg budesonide/day or equivalent) and long acting β2 agonists and who experienced one or more severe exacerbations in the previous year.,yes,"spiriva respimat is indicated as add-on maintenance treatment for the improvement of asthma symptoms, quality of life, and reduction of exacerbations, in adult patients with asthma who remain symptomatic on at least inhaled corticosteroids.",<asthma>,boehringer ingelheim pty limited,boehringer ingelheim,"132578, 132590",tiotropium bromide,yes,no,inhaler,pm-2014-00350-1-5,
topical,,,authorised,TGA,approved,15.03.2010,2010,diseases of the musculoskeletal system and connective tissue,not reported,auspar-tisseel-vhsd.pdf,biologics,tisseel vh/sd,as a sealant and/or adhesive for use in autologous chondrocyte implantation (aci) or matrix-induced autologous chondrocyte implantation (maci) procedures.,yes,"as a sealant as an adjunct for the adhesion of chondrocyte seeded scaffold to the subchondral bed of articular cartilage defects, for the initiation of articular cartilage repair following aci / maci.",<articular cartilage defects>,baxter healthcare pty ltd,baxter,,fibrin sealant,yes,no,solution,,
oral,31.08.2020,2020,authorised (under additional monitoring),TGA,approved,15.09.2021,2021,infectious and parasitic diseases,<acquired immunodeficiency syndrome>,auspar-tivicay-tivicay-pd-220705.pdf,small molecule,tivicay and tivicay pd,treatment of human immunodeficiency virus (hiv) infection in combination with other antiretroviral agents in adults and children of at least 4 weeks in age or older and weighing 3 kg or more,yes,treatment of human immunodeficiency virus (hiv) infection in combination with other antiretroviral agents in adults and children of at least 4 weeks in age or older and weighing 3 kg or more,<human immunodeficiency virus>,viiv healthcare pty ltd,viiv,"205212, 312781, 312782, and 340591",dolutegravir,yes,no,tablet,pm-2020-03495-1-2,
intramuscular,02.12.2021,2021,authorised (under additional monitoring),TGA,approved,24.02.2022,2022,infectious and parasitic diseases,<covid-19>,auspar-tixagevimab-cilgavimab-220311.pdf,biologics,evusheld,pre-exposure prophylaxis of covid-19 in adults and adolescents aged 12 years and older weighing at least 40 kg,no,prophylaxis of covid-19 in adults and adolescents aged 12 years and older weighing at least 40 kg,<covid-19>,astrazeneca pty ltd,astrazeneca,378245,tixagevimab/cilgavimab,no,no,solution,pm-2021-05375-1-2,na
inhalation,,,authorised,TGA,approved,27.02.2012,2012,diseases of the respiratory system; infectious and parasitic diseases,<cystic fibrosis>,auspar-tobramycin-inhalation-powder-121026.pdf,small molecule,tobi podhaler,management of cystic fibrosis patients with pseudomonas aeruginosa infections,no,management of cystic fibrosis patients with pseudomonas aeruginosa infections,<cystic fibrosis>; <pseudomonas infections>,novartis pharmaceuticals australia pty ltd,novartis,182302,tobramycin,no,yes,powder,pm-2011-00135-3-2,na
intravenous,,,authorised,TGA,approved,04.10.2013,2013,diseases of the musculoskeletal system and connective tissue,"<arthritis, juvenile>",auspar-tocilizumab-140206.pdf,biologics,actemra,treatment of moderate to severe active polyarticular juvenile idiopathic arthritis in patients 2 years of age and older who have had an inadequate response to or intolerance to methotrexate.,yes,treatment of moderate to severe active polyarticular juvenile idiopathic arthritis in patients 2 years of age and older who have had an inadequate response to or intolerance to methotrexate.,"<arthritis, juvenile>",roche products pty ltd,roche,"149402, 149403, 149404",tocilizumab,yes,no,concentrate,pm-2012-01905-3-3,
intravenous,,,authorised,TGA,approved,14.10.2014,2014,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>,auspar-tocilizumab-150112.pdf,biologics,actemra,treatment of moderate to severe active rheumatoid arthritis in adult patients with poor prognostic factors in combination with mtx in those not previously treated with mtx.,yes,treatment of moderate to severe active rheumatoid arthritis in adult patients in combination with methotrexate in those not previously treated with mtx.,<rheumatoid arthritis>,roche products pty ltd,roche,"149402, 149403, 149404",tocilizumab,yes,no,injection,pm-2013-02398-1-3,
