Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Disease_name(s),Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intravenous,25.12.2014,2014,authorised,PMDA,approved,09.10.2015,2015,Diseases of the skin,000223353.pdf,Biologics,Kenketu Glovenin-I,Bullous pemphigoid (for patients with BP inadequately responsive to corticosteroids),<Bullous Pemphigoid>,yes,Bullous pemphigoid (for patients with BP inadequately responsive to corticosteroids),<Bullous Pemphigoid>,"Nihon Pharmaceutical Co., Ltd.",Nihon,000223353,Polyethylene Glycol-treated Human Normal Immunoglobulin,yes,no,Lyophilized powder,Not reported,Not reported
oral,30.07.2020,2020,authorised,PMDA,approved,26.05.2021,2021,"Endocrine, nutritional, and metabolic diseases",000246722.pdf,Small molecule,Twymeeg,Type 2 diabetes mellitus,<Type 2 Diabetes Mellitus>,no,Type 2 diabetes mellitus,<Type 2 Diabetes Mellitus>,"Sumitomo Dainippon Pharma Co., Ltd.",Sumitomo Dainippon,000246722,Imeglimin Hydrochloride,no,no,tablet,Not reported,NA
oral,29.10.2013,2013,authorised,PMDA,approved,26.06.2014,2014,Infectious and parasitic diseases,000209021.pdf,Small molecule,Daklinza,Improvement of viraemia in patients with chronic hepatitis C serogroup 1 or with compensated cirrhosis,<Chronic Hepatitis C>; <Cirrhosis>,no,Improvement of viraemia in patients with chronic hepatitis C serogroup 1 or with compensated cirrhosis,<Chronic Hepatitis C>; <Cirrhosis>,Bristol-Myers K.K.,Bristol-Myers,000209021,Daclatasvir,no,no,tablet,Not reported,NA
epicutaneous,22.12.2014,2014,authorised,PMDA,approved,31.08.2015,2015,Diseases of the skin,000216840.pdf,Small molecule,Allergen Scratch Extract Positive control “TORII”,Positive control to evaluate skin reactions to allergens,<Allergic Reaction>,yes,Positive control to evaluate skin reaction for a diagnosis of allergy,<Allergy>,Japan Tobacco Inc.,Japan Tobacco,000216840,Histamine dihydrochloride,yes,no,solution,Not reported,Not reported
oral,30.05.2013,2013,authorised,PMDA,approved,24.02.2014,2014,Diseases of the genitourinary system,000208511.pdf,Small molecule,Samsca,Slowing of the progression of autosomal dominant polycystic kidney disease,<Polycystic Kidney Diseases>,yes,Slowing of the progression of autosomal dominant polycystic kidney disease,<Polycystic Kidney Diseases>,"Otsuka Pharmaceutical Co., Ltd.",Otsuka,000208511,Tolvaptan,yes,yes,tablet,Not reported,Not reported
intravenous,20.12.2016,2016,authorised,PMDA,approved,08.09.2017,2017,Neoplasms; Diseases of the blood and blood-forming organs,000234203.pdf,Biologics,Darzalex,Relapsed or refractory multiple myeloma,<Multiple Myeloma>,no,Relapsed or refractory multiple myeloma,<Multiple Myeloma>,Janssen Pharmaceutical K.K.,Janssen,000234203,Daratumumab,no,yes,solution,Not reported,NA
intravenous,30.11.2018,2018,authorised,PMDA,approved,07.08.2019,2019,Neoplasms; Diseases of the digestive system; Diseases of the respiratory system,000234773.pdf,Small molecule,Abraxane,"Breast cancer, gastric cancer, non-small cell lung cancer, and unresectable pancreatic cancer","<Breast Neoplasms>; <Stomach Neoplasms>; <Lung Neoplasms, Non-Small Cell>; <Pancreatic Neoplasms>",yes,"Breast cancer, gastric cancer, non-small cell lung cancer, and unresectable pancreatic cancer","<Breast Neoplasms>; <Stomach Neoplasms>; <Lung Neoplasms, Non-Small Cell>; <Pancreatic Neoplasms>","Taiho Pharmaceutical Co., Ltd.",Taiho,000234773,Paclitaxel,yes,no,suspension,Not reported,Not reported
intravenous,26.02.2008,2008,authorised,PMDA,approved,31.08.2009,2009,Neoplasms; Diseases of the blood and blood-forming organs,000153036.pdf,Biologics,Rasuritek,Hyperuricemia associated with cancer chemotherapy,<Hyperuricemia>,no,Treatment and prophylaxis of acute hyperuricemia associated with the treatment of hematological malignancies,<Hyperuricemia>; <Hematologic Neoplasms>,Sanofi-aventis K.K.,Sanofi-aventis,000153036,Rasburicase,no,no,injection,Not reported,NA
oral,13.02.2013,2013,authorised,PMDA,approved,22.08.2013,2013,Diseases of the nervous system,000153750.pdf,Small molecule,Vyndaqel,Delay of peripheral neurologic impairment in patients with transthyretin familial amyloid polyneuropathy,<Polyneuropathies>,no,Delay of peripheral neurologic impairment in patients with transthyretin familial amyloid polyneuropathy,<Polyneuropathies>,Pfizer Japan Inc.,Pfizer,000153750,Tafamidis Meglumine,no,yes,capsule,Not reported,NA
intravenous,27.10.2016,2016,authorised,PMDA,approved,08.09.2017,2017,Diseases of the blood and blood-forming organs,000231145.pdf,Biologics,Afstyla,Control of bleeding tendency in patients with blood coagulation factor VIII deficiency,<Blood Coagulation Disorders>,no,Control of bleeding tendency in patients with blood coagulation factor VIII deficiency,<Blood Coagulation Disorders>,CSL Behring K.K.,CSL Behring,000231145,Lonoctocog Alfa,no,no,solution,Not reported,NA
intravenous,31.07.2014,2014,authorised,PMDA,approved,28.05.2015,2015,Diseases of the blood and blood-forming organs,000216795.pdf,Biologics,Acoalan,Thrombophilia due to congenital antithrombin deficiency; Disseminated intravascular coagulation (DIC) accompanied by a decrease in antithrombin,<Thrombophilia>; <Disseminated Intravascular Coagulation>,no,Thrombophilia due to congenital antithrombin deficiency; Disseminated intravascular coagulation (DIC) accompanied by a decrease in antithrombin,<Thrombophilia>; <Disseminated Intravascular Coagulation>,"Kyowa Hakko Kirin Co., Ltd.",Kyowa Hakko Kirin,000216795,Antithrombin Gamma,no,no,Lyophilized powder,Not reported,NA
intramuscular,10.11.2021,2021,authorised,PMDA,approved,15.12.2021,2021,Infectious and parasitic diseases,000249129.pdf,Vaccine,COVID-19 Vaccine Moderna,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2 Infections>,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2>,Takeda Pharmaceutical Company Limited,Takeda,000249129,Coronavirus Modified Uridine RNA Vaccine,yes,no,suspension,Not reported,Not reported
subcutaneous,19.12.2016,2016,authorised,PMDA,approved,03.12.2018,2018,Diseases of the musculoskeletal system and connective tissue,000232793.pdf,Biologics,Evenity,Osteoporosis with a high risk of fracture,<Osteoporosis>,no,Osteoporosis with a high risk of fracture,<Osteoporosis>,Amgen Astellas BioPharma K.K.,Amgen Astellas,000232793,Romosozumab,no,no,injection,Not reported,NA
oral,31.03.2016,2016,authorised,PMDA,approved,11.11.2016,2016,Infectious and parasitic diseases,000222576.pdf,Small molecule,Vemlidy,Suppression of hepatitis B virus replication in chronic hepatitis B patients with evidence of viral replication and abnormal liver function,<Chronic Hepatitis B>,no,Suppression of hepatitis B virus replication in chronic hepatitis B patients with evidence of viral replication and abnormal liver function,<Chronic Hepatitis B>,Gilead Sciences K.K.,Gilead,000222576,Tenofovir Alafenamide Fumarate,no,no,tablet,Not reported,NA
Oral,26.03.2020,2020,authorised,PMDA,approved,27.01.2021,2021,"Neoplasms; Diseases of the blood and blood-forming organs; Endocrine, nutritional, and metabolic diseases; Diseases of the skin",000252521.pdf,Small molecule,Thaled,Relapsed or refractory multiple myeloma; Erythema nodosum leprosum; Crow-Fukase (POEMS) syndrome,<Multiple Myeloma>; <Erythema Nodosum Leprosum>; <POEMS Syndrome>,yes,Crow-Fukase (POEMS) syndrome,<POEMS Syndrome>,Fujimoto Pharmaceutical Corporation,Fujimoto,000252521,Thalidomide,yes,yes,capsule,Not reported,Not reported
intravenous,11.12.2015,2015,authorised,PMDA,approved,05.08.2016,2016,Neoplasms; Diseases of the genitourinary system,000223202.pdf,Biologics,Opdivo,Treatment of unresectable or metastatic renal cell carcinoma,<Renal Cell Carcinoma>,yes,Treatment of unresectable or metastatic renal cell carcinoma,<Renal Cell Carcinoma>,"Ono Pharmaceutical Co., Ltd.",Ono,000223202,Nivolumab,yes,no,injection,Not reported,Not reported
oral,27.04.2016,2016,authorised,PMDA,approved,30.05.2017,2017,Infectious and parasitic diseases; Diseases of the nervous system,000227731.pdf,Small molecule,Amenalief,Herpes zoster,<Herpes Zoster>,no,Herpes zoster,<Herpes Zoster>,"Maruho Co., Ltd.",Maruho,000227731,Amenamevir,no,no,tablet,Not reported,NA
oral,20.10.2014,2014,authorised,PMDA,approved,10.07.2015,2015,Diseases of the circulatory system,000217011.pdf,Small molecule,Artist,tachycardiac atrial fibrillation,"<Arrhythmias, Cardiac>",yes,tachycardiac atrial fibrillation,"<Arrhythmias, Cardiac>","Daiichi Sankyo Company, Limited",Daiichi Sankyo,000217011,Carvedilol,yes,no,tablet,Not reported,Not reported
sublingual,24.04.2014,2014,authorised,PMDA,approved,21.01.2015,2015,Diseases of the respiratory system,000213143.pdf,Other,Actair,Desensitization therapy for house dust mite antigen-induced allergic rhinitis,"<Rhinitis, Allergic, Perennial>",no,House dust mite antigen-induced allergic rhinitis,<Allergic Rhinitis>,"Shionogi & Co., Ltd.",Shionogi,000213143,None,yes,no,tablet,Not reported,Not reported
sublingual,26.01.2015,2015,authorised,PMDA,approved,31.08.2015,2015,Diseases of the respiratory system,000214453.pdf,Other,Miticure,Desensitization therapy for allergic rhinitis induced by mite allergens,"<Rhinitis, Allergic>",no,Desensitization therapy for allergic rhinitis induced by mite allergens,"<Rhinitis, Allergic>","Torii Pharmaceutical Co., Ltd.",Torii,000214453,None,yes,no,tablet,Not reported,Not reported
oral,26.06.2012,2012,authorised,PMDA,approved,26.04.2013,2013,"Endocrine, nutritional, and metabolic diseases",000153624.pdf,Small molecule,Topiloric,"Gout, hyperuricaemia",<Gout>; <Hyperuricemia>,no,"Gout, hyperuricaemia",<Gout>; <Hyperuricemia>,"Fujiyakuhin Co., Ltd.; Sanwa Kagaku Kenkyusho Co., Ltd.",Fujiyakuhin; Sanwa Kagaku Kenkyusho,000153624,Topiroxostat,no,no,tablet,Not reported,NA
intravenous,15.01.2018,2018,authorised,PMDA,approved,03.08.2018,2018,Neoplasms; Diseases of the genitourinary system,000233404.pdf,Biologics,Yervoy,Unresectable malignant melanoma; Unresectable or metastatic renal cell carcinoma,"<Melanoma>; <Carcinoma, Renal Cell>",yes,Unresectable malignant melanoma; Unresectable or metastatic renal cell carcinoma,"<Melanoma>; <Carcinoma, Renal Cell>",Bristol-Meyers Squibb K.K.,Bristol-Meyers Squibb,000233404,Ipilimumab,yes,no,Injection,Not reported,Not reported
intravenous,22.12.2017,2017,authorised,PMDA,approved,03.08.2018,2018,Neoplasms; Diseases of the respiratory system; Diseases of the digestive system,000233403.pdf,Biologics,Opdivo,"Treatment of unresectable malignant melanoma; Treatment of unresectable, advanced or recurrent non-small cell lung cancer; Treatment of unresectable or metastatic renal cell carcinoma; Treatment of relapsed or refractory classical Hodgkin lymphoma; Treatment of recurrent or distant metastatic head and neck cancer; Treatment of unresectable, advanced or recurrent gastric cancer that has progressed after cancer chemotherapy; Treatment of unresectable, advanced or recurrent malignant pleural mesothelioma that has progressed after cancer chemotherapy","<Melanoma>; <Lung Neoplasms>; <Carcinoma, Renal Cell>; <Hodgkin Disease>; <Head and Neck Neoplasms>; <Stomach Neoplasms>; <Mesothelioma>",yes,Not reported,Not Reported,"Ono Pharmaceutical Co., Ltd.",Ono,000233403,Nivolumab,yes,yes,infusion,Not reported,Not reported
cutaneous,20.10.2014,2014,authorised,PMDA,approved,31.08.2015,2015,Diseases of the musculoskeletal system and connective tissue,000225702.pdf,Small molecule,Loqoa,Relief of pain and inflammation associated with osteoarthritis,<Osteoarthritis>,no,Relief of pain and inflammation associated with osteoarthritis,<Osteoarthritis>,"Taisho Pharmaceutical Co., Ltd.",Taisho,000225702,Esflurbiprofen,no,no,plaster,Not reported,NA
oral,17.08.2018,2018,authorised,PMDA,approved,17.07.2019,2019,Neoplasms; Diseases of the digestive system,000233503.pdf,Small molecule,Lonsurf,Unresectable advanced or recurrent gastric cancer progressing after cancer chemotherapy,<Gastric Cancer>,yes,Unresectable advanced or recurrent gastric cancer,<Gastric Neoplasms>,"Taiho Pharmaceutical Co., Ltd.",Taiho,000233503,Trifluridine and Tipiracil Hydrochloride,yes,no,tablet,Not reported,Not reported
intravenous,29.01.2013,2013,authorised,PMDA,approved,26.08.2013,2013,Neoplasms,000153735.pdf,Biologics,Kadcyla,HER2-positive inoperable or recurrent breast cancer,<Breast Neoplasms>,no,HER2-positive inoperable or recurrent breast cancer,<Breast Neoplasms>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000153735,Trastuzumab Emtansine,no,no,Lyophilized powder,Not reported,NA
intramuscular,07.09.2023,2023,authorised,PMDA,approved,17.11.2023,2023,Infectious and parasitic diseases,000270669.pdf,Vaccine,Daichirona,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,"Daiichi Sankyo Company, Limited",Daiichi Sankyo,000270669,Coronavirus (SARS-CoV-2) RNA Vaccine,yes,no,injection,Not reported,Not reported
intravenous,26.09.2019,2019,authorised,PMDA,approved,28.02.2020,2020,Diseases of the musculoskeletal system and connective tissue; Congenital malformations and chromosomal abnormalities,000237467.pdf,Peptides and proteins,Viltepso,Duchenne muscular dystrophy with a deletion in the dystrophin gene amenable to exon 53 skipping therapy,<Duchenne Muscular Dystrophy>,no,Duchenne muscular dystrophy with a deletion in the dystrophin gene amenable to exon 53 skipping therapy,<Duchenne Muscular Dystrophy>,"Nippon Shinyaku Co., Ltd.",Nippon Shinyaku,000237467,Viltolarsen,no,yes,solution,Not reported,NA
intravenous,23.07.2015,2015,authorised,PMDA,approved,16.05.2016,2016,Neoplasms; Diseases of the respiratory system,000221104.pdf,Biologics,Cyramza,Unresectable advanced/recurrent non-small cell lung cancer,<Non-Small-Cell Lung Carcinoma>,yes,Unresectable advanced/recurrent non-small cell lung cancer,<Non-Small Cell Lung Carcinoma>,Eli Lilly Japan K.K.,Eli Lilly,000221104,Ramucirumab,yes,no,Injection,Not reported,Not reported
subcutaneous,20.03.2015,2015,authorised,PMDA,approved,27.11.2015,2015,"Endocrine, nutritional, and metabolic diseases",000217925.pdf,Biologics,Repatha,"Familial hypercholesterolemia, hypercholesterolemia",<Hypercholesterolemia>,no,"Hypercholesterolemia, heterozygous familial hypercholesterolemia, homozygous familial hypercholesterolemia",<Hypercholesterolemia>,Amgen Astellas BioPharma K.K.,Amgen Astellas,000217925,Evolocumab,no,no,solution,Not reported,NA
oral,14.10.2014,2014,authorised,PMDA,approved,28.05.2015,2015,Diseases of the respiratory system,000214531.pdf,Small molecule,Ofev,Idiopathic pulmonary fibrosis,<Idiopathic Pulmonary Fibrosis>,no,Treatment of idiopathic pulmonary fibrosis and slowing of disease progression,<Idiopathic Pulmonary Fibrosis>,"Nippon Boehringer Ingelheim Co., Ltd.",Boehringer Ingelheim,000214531,Nintedanib,no,yes,capsule,Not reported,NA
Intravenous,26.04.2021,2021,authorised,PMDA,approved,09.02.2022,2022,Neoplasms; Diseases of the digestive system,000263434.pdf,Biologics,Perjeta,Unresectable advanced or recurrent HER2-positive colorectal cancer that has progressed after cancer chemotherapy,<Colorectal Neoplasms>,yes,HER2-positive breast cancer; Unresectable advanced or recurrent HER2-positive colorectal cancer,<Breast Neoplasms>; <Colorectal Neoplasms>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000263434,Pertuzumab,yes,no,infusion,Not reported,Not reported
intrathecal,07.12.2016,2016,authorised,PMDA,approved,09.06.2017,2017,Diseases of the nervous system,000228334.pdf,Other,Spinraza,infantile spinal muscular atrophy,<Spinal Muscular Atrophy>,no,spinal muscular atrophy,<Spinal Muscular Atrophies of Childhood>,Biogen Japan Ltd.,Biogen,000228334,Nusinersen,no,yes,solution,Not reported,NA
oral,13.03.2013,2013,authorised,PMDA,approved,29.11.2013,2013,"Endocrine, nutritional, and metabolic diseases",000206796.pdf,Small molecule,Suglat,Type 2 diabetes mellitus,<Type 2 Diabetes Mellitus>,no,Type 2 diabetes mellitus,<Type 2 Diabetes Mellitus>,Astellas Pharma Inc.,Astellas,000206796,Ipragliflozin,no,no,tablet,Not reported,NA
intramuscular,25.05.2023,2023,authorised,PMDA,approved,05.10.2023,2023,Infectious and parasitic diseases,000274240.pdf,Vaccine,Spikevax,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2 Infections>,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2 Infections>,"Moderna Japan Co., Ltd.",Moderna,000274240,Coronavirus RNA Vaccine,yes,no,suspension,Not reported,Not reported
oral,03.12.2021,2021,authorised,PMDA,approved,24.12.2021,2021,Infectious and parasitic diseases,000245005.pdf,Small molecule,Lagevrio,Treatment of disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,no,Treatment of disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,MSD K.K.,MSD,000245005,Molnupiravir,yes,no,capsule,Not reported,Not reported
oral,21.10.2013,2013,authorised,PMDA,approved,26.05.2014,2014,Diseases of the respiratory system,000209869.pdf,Small molecule,Rapalimus,Lymphangioleiomyomatosis,<Lymphangioleiomyomatosis>,no,Lymphangioleiomyomatosis,<Lymphangioleiomyomatosis>,"Nobelpharma Co., Ltd.",Nobel,000209869,Sirolimus,yes,yes,tablet,Not reported,Not reported
oral,29.01.2020,2020,authorised,PMDA,approved,04.12.2020,2020,Diseases of the skin; Diseases of the musculoskeletal system and connective tissue,000243471.pdf,Small molecule,Olumiant,Rheumatoid arthritis in patients who have had an inadequate response to conventional treatments (including the prevention of structural joint damage); Moderate to severe atopic dermatitis,"<Rheumatoid Arthritis>; <Dermatitis, Atopic>",yes,Moderate to severe atopic dermatitis,"<Dermatitis, Atopic>",Eli Lilly Japan K.K.,Eli Lilly,000243471,Baricitinib,yes,no,tablet,Not reported,Not reported
