Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Agency
364110,pm-2021-01848-1-2,xevudy,sotrovimab,glaxosmithkline australia pty ltd,biologics,solution,intravenous,approved,authorised (under additional monitoring),20.08.2021,2021,no,no,for the treatment of patients with coronavirus disease 2019 (covid-19) who are at risk for progression to hospitalisation or death.,treatment of adults and adolescents (aged 12 years and over and weighing at least 40 kg) with coronavirus disease 2019 (covid-19) who do not require initiation of oxygen due to covid-19 and who are at increased risk of progression to hospitalisation or death.,infectious and parasitic diseases; diseases of the respiratory system,20.05.2021,2021,no,na,auspar-sotrovimab-210820.pdf,TGA
153080,pm-2012-00341-3-4,vidaza,azacitidine,celgene pty ltd,small molecule,powder,intravenous,approved,authorised,11.04.2013,2013,yes,yes,intermediate-2 and high-risk myelodysplastic syndromes (mds); chronic myelomonocytic leukemia (cmmol); acute myeloid leukemia (aml) with 20-30% blasts and multi-lineage dysplasia,intermediate-2 and high-risk myelodysplastic syndromes (mds); chronic myelomonocytic leukemia (cmmol); acute myeloid leukemia (aml) with 20-30% blasts and multi-lineage dysplasia,neoplasms; diseases of the blood and blood-forming organs,,,yes,,auspar-azacitidine-130820.pdf,TGA
"160172, 160176, 160177 & 160178",pm-2009-00350-3-5,onbrez breezhaler/arbeela breezhaler,indacaterol,novartis pharmaceuticals australia pty ltd,small molecule,powder; capsule,inhalation,approved,authorised,02.07.2010,2010,no,no,"long-term, once-daily, maintenance bronchodilator treatment of airflow limitation in patients with chronic obstructive pulmonary disease (copd)","long-term, once-daily, maintenance bronchodilator treatment of airflow limitation in patients with chronic obstructive pulmonary disease (copd)",diseases of the respiratory system,,,no,na,auspar-onbrez.pdf,TGA
290683,pm-2017-02274-1-1,ilumya,tildrakizumab,sun pharma anz pty ltd,biologics,solution,subcutaneous,approved,authorised,05.09.2018,2018,no,no,treatment of adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy.,treatment of adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy.,diseases of the skin,31.07.2017,2017,no,na,auspar-tildrkizumab-190924.pdf,TGA
,pm-2008-03683-3-3,orencia,abatacept,bristol-myers squibb australia pty ltd,biologics,powder,intravenous,approved,authorised,04.03.2010,2010,no,yes,reducing signs and symptoms in paediatric patients 6 years of age and older with moderately to severely active polyarticular juvenile idiopathic arthritis.,treatment of moderate to severe active rheumatoid arthritis in adult patients and reducing signs and symptoms in paediatric patients 6 years of age and older with moderately to severely active polyarticular juvenile idiopathic arthritis.,diseases of the musculoskeletal system and connective tissue,,,no,na,auspar-orencia.pdf,TGA
aust r 183411,2011-00501-3-1,xifaxan,rifaximin,norgine pty ltd,small molecule,tablet,oral,approved,authorised,04.05.2012,2012,yes,no,prevention of the recurrence of hepatic encephalopathy in adults,prevention of the recurrence of hepatic encephalopathy where other treatments have failed or are contraindicated,diseases of the nervous system; diseases of the digestive system,,,no,na,auspar-rifaximin-121119.pdf,TGA
124408 and 124410,pm-2009-00914-2,gardasil,human papilloma virus (hpv) quadrivalent l1 vlp vaccine,merck sharp & dohme (australia) pty ltd,vaccine,suspension,intramuscular,approved,authorised,08.10.2010,2010,no,yes,"males aged 9 through to 26 years for the prevention of external genital lesions and infection caused by human papilloma virus (hpv) types 6, 11, 16 and 18.","males aged 9 through to 26 years for the prevention of external genital lesions and infection caused by human papilloma virus (hpv) types 6, 11, 16 and 18.",infectious and parasitic diseases; neoplasms,,,yes,,auspar-gardasil.pdf,TGA
244493,pm-2015-01467-1-1,addaven,chromic chloride,fresenius kabi australia pty ltd,other,concentrate,intravenous,approved,authorised,26.07.2016,2016,no,no,to meet basal to moderately increased requirements of trace elements in parenteral nutrition.,"to meet basal to moderately increased requirements of trace elements in parenteral nutrition in adults, when either oral or enteral nutrition is inappropriate","endocrine, nutritional, and metabolic diseases",,,yes,,auspar-nine-trace-elements-including-chromic-chloride-170323.pdf,TGA
"82744, 115399, 201126 and 201124",pm-2013-03254-1-4,xolair,omalizumab,novartis pharmaceuticals australia pty ltd,biologics,powder; diluent; solution,subcutaneous,approved,authorised,06.11.2014,2014,no,yes,chronic idiopathic urticaria in adults and adolescents (12 years of age and above) who remain symptomatic despite h1 antihistamine treatment.,chronic idiopathic urticaria in adults and adolescents (12 years of age and above) who remain symptomatic despite h1 antihistamine treatment.,diseases of the skin,,,yes,,auspar-omalizumab-rch-150721.pdf,TGA
189948,pm-2011-02023-3-5,endometrin pessaries,progesterone,ferring pharmaceuticals pty ltd,peptides and proteins,tablet,vaginal,approved,authorised,03.09.2012,2012,no,no,luteal support as part of an assisted reproductive technology (art) treatment programme for infertile women.,luteal support as part of an assisted reproductive technology (art) treatment programme for infertile women.,diseases of the genitourinary system,,,no,na,auspar-progesterone-130612.pdf,TGA
428253; 443611,pm-2023-05358-1-2,andembry,garadacimab,csl behring (australia) pty ltd,biologics,solution,subcutaneous,approved,authorised (under additional monitoring),09.01.2025,2025,yes,no,routine prevention of recurrent hereditary angioedema (hae) attacks in patients aged 12 years and older with c1-inh hae (c1-esterase inhibitor deficiency or dysfunction),routine prevention of recurrent hereditary angioedema (hae) attacks in patients aged 12 years and older with c1-inh hae (c1-esterase inhibitor deficiency or dysfunction),diseases of the blood and blood-forming organs,02.01.2024,2024,no,na,auspar-andembry-250612.pdf,TGA
175041,pm-2012-04329-1-4,xgeva,denosumab,amgen australia pty ltd,biologics,solution,subcutaneous,approved,authorised,23.12.2013,2013,no,yes,"treatment of giant cell tumour of bone in adults or skeletally mature adolescents that is recurrent, or unresectable, or resectable but associated with severe morbidity.","treatment of giant cell tumour of bone in adults or skeletally mature adolescents that is recurrent, or unresectable, or resectable but associated with severe morbidity.",neoplasms; diseases of the musculoskeletal system and connective tissue,,,yes,,auspar-denosumab-140417.pdf,TGA
420194,pm-2023-03683-1-1,kisunla,donanemab,eli lilly australia pty ltd,biologics,solution,intravenous,approved,authorised,19.05.2025,2025,no,no,to slow disease progression in adult patients with alzheimer’s disease.,treatment of patients with mild cognitive impairment (mci) due to alzheimer’s disease and mild alzheimer’s dementia (early symptomatic alzheimer’s disease) that are apolipoprotein e ε4 (apoe ε4) heterozygotes or noncarriers.,diseases of the nervous system,03.10.2023,2023,no,na,auspar-kisunla-250528.pdf,TGA
aust r 259 928,pm-2015-02428-1-2,zepatier,grazoprevir / elbasvir,merck sharp and dohme (australia) pty limited,small molecule,tablet,oral,approved,authorised,25.08.2016,2016,no,no,chronic hepatitis c infection in adults,chronic hepatitis c genotype 1 or 4 infection in adults,infectious and parasitic diseases,,,no,na,auspar-grazoprevir-170515.pdf,TGA
375471,pm-2021-04302-1-6,doptelet,avatrombopag,swedish orphan biovitrum pty ltd,small molecule,tablet,oral,approved,authorised (under additional monitoring),13.01.2023,2023,yes,no,treatment of thrombocytopenia in adult patients with chronic liver disease scheduled to undergo a procedure and in adult patients with chronic immune thrombocytopenia with insufficient response to previous treatment.,treatment of thrombocytopenia in adult patients with chronic liver disease scheduled to undergo a procedure and in adult patients with chronic immune thrombocytopenia with insufficient response to previous treatment.,diseases of the blood and blood-forming organs; diseases of the digestive system,01.11.2021,2021,yes,,auspar-doptelet-240207.pdf,TGA
"80876, 80877, 115555",pm-2008-1992-5,"symbicort turbuhaler 200/6, 400/12 and symbicort rapihaler 200/6",budesonide/eformoterol fumarate dihydrate,astrazeneca pty ltd,biologics,powder,inhalation,approved,authorised,26.03.2010,2010,no,yes,maintenance treatment of moderate to severe copd,symptomatic treatment of moderate to severe copd,diseases of the respiratory system,,,yes,,auspar-symbicort.pdf,TGA
"114714, 114717, 114721",pm-2009-00835-3-4,tarceva,erlotinib,roche products pty ltd,small molecule,tablet,oral,approved,authorised,16.04.2010,2010,no,yes,maintenance therapy in patients with locally advanced or metastatic non-small cell lung cancer (nsclc) who have not progressed on first line chemotherapy.,maintenance therapy in patients with locally advanced or metastatic non-small cell lung cancer (nsclc) who have not progressed on first line chemotherapy.,neoplasms; diseases of the respiratory system,,,yes,,auspar-tarceva.pdf,TGA
311827,pm-2018-04814-1-1,spravato,esketamine hydrochloride,janssen-cilag pty ltd,small molecule,solution,nasal,approved,authorised (under additional monitoring),05.03.2021,2021,no,no,treatment resistant depression (major depressive disorder in adults who have not responded adequately to at least two different antidepressants of adequate dose and duration to treat the current depressive episode).,treatment resistant depression (major depressive disorder in adults who have not responded adequately to at least two different antidepressants of adequate dose and duration to treat the current moderate to severe depressive episode).,mental and behavioural disorders,02.01.2019,2019,no,na,auspar-esketamine-hydrochloride-210507.pdf,TGA
"aust r 195150, aust r 195151, aust r 195152, aust r 195153, aust r 195154, aust r 195155",pm-2011-04248-3-1,trobalt,retigabine,glaxosmithkline australia pty ltd,small molecule,tablet,oral,approved,authorised,27.06.2013,2013,no,no,adjunctive treatment of partial onset seizures with or without secondary generalisation in adults aged 18 years and above with epilepsy.,"adjunctive treatment of drug resistant partial onset seizures with or without secondary generalisation, in patients with epilepsy where other appropriate drug combinations have proved inadequate or have not been tolerated.",diseases of the nervous system,,,no,na,auspar-retigabine-131017.pdf,TGA
"210340, 210337, 210333, 210324, 210320, 210318 and 210312",pm-2012-03777-1-3,enoxapo,enoxaparin sodium,apotex pty ltd,biologics,solution,subcutaneous,approved,authorised,04.02.2020,2020,no,no,"prevention of thromboembolic disorders of venous origin in patients undergoing orthopaedic and general surgery; prophylaxis of venous thromboembolism in medical patients bedridden due to acute illness; prevention of thrombosis in extra-corporeal circulation during haemodialysis; treatment of established deep vein thrombosis; treatment of unstable angina and non-q-wave myocardial infarction, administered concurrently with aspirin; treatment of acute st-segment elevation myocardial infarction (stemi) as an adjunctive to thrombolytic treatment, including patients to be managed medically or with subsequent percutaneous coronary intervention (pci).","prevention of thromboembolic disorders of venous origin in patients undergoing orthopaedic and general surgery; prophylaxis of venous thromboembolism in medical patients bedridden due to acute illness; prevention of thrombosis in extra-corporeal circulation during haemodialysis; treatment of established deep vein thrombosis; treatment of unstable angina and non-q-wave myocardial infarction, administered concurrently with aspirin; treatment of acute st-segment elevation myocardial infarction (stemi) as an adjunctive to thrombolytic treatment, including patients to be managed medically or with subsequent percutaneous coronary intervention (pci).",diseases of the circulatory system,22.07.2013,2013,yes,,auspar-enoxaparin-sodium-200721.pdf,TGA
312021,pm-2018-04249-1-1,glycophos,sodium glycerophosphate,fresenius kabi australia pty ltd,small molecule,solution,intravenous,approved,authorised,13.11.2019,2019,no,no,supplement to parenteral nutrition to meet the daily requirements of phosphate.,supplement to parenteral nutrition to meet the daily requirements of phosphate.,"endocrine, nutritional, and metabolic diseases",02.01.2019,2019,yes,,auspar-sodium-glycerophosphate-200213.pdf,TGA
"130502, 130714, 130717, 130732",pm-2011-02378-3-1,invega,paliperidone,janssen-cilag pty ltd,small molecule,tablet,oral,withdrawn,withdrawn,22.10.2012,2012,no,yes,treatment of schizophrenia in adolescents aged from 12 to 17 years,na,mental and behavioural disorders,,,no,na,auspar-paliperidone-130520.pdf,TGA
"170577, 170578",pm 2010-00846-3-3,vimovo,naproxen; esomeprazole,astrazeneca pty ltd,small molecule,tablet,oral,approved,authorised,18.10.2011,2011,no,no,"symptomatic relief in the treatment of osteoarthritis, rheumatoid arthritis, and ankylosing spondylitis in patients at risk for developing nsaid associated gastric and/or duodenal ulcers.","patients with an increased risk of gastrointestinal ulceration, who require nsaid therapy for symptomatic management of rheumatoid arthritis, ankylosing spondylitis and osteoarthritis with an inflammatory component and in whom lower doses of naproxen or other nsaids have proven insufficient.",diseases of the musculoskeletal system and connective tissue; diseases of the digestive system,,,yes,,auspar-vimovo.pdf,TGA
