Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
oral,,,discontinued,fda,approved,18.06.2008,2008,,,,small molecule,ramipril,,,,,chartwell rx,chartwell,anda077514,ramipril,yes,no,capsule,,no,FDA
oral,,,discontinued,fda,approved,13.06.2008,2008,,,,small molecule,venlafaxine hydrochloride,,,,,chartwell rx,chartwell,anda077515,venlafaxine hydrochloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,11.07.2007,2007,,,,small molecule,amlodipine besylate,,,,,strides pharma,strides,anda077516,amlodipine besylate,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,25.06.2007,2007,,,,small molecule,ondansetron hydrochloride,,,,,chartwell rx,chartwell,anda077517,ondansetron hydrochloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,31.05.2011,2011,,,,small molecule,donepezil hydrochloride,,,,,cipla ltd,cipla,anda077518,donepezil hydrochloride,yes,no,tablet,,no,FDA
inhalation,,,authorised,fda,approved,18.11.2008,2008,,,,small molecule,budesonide,,,,,teva pharms,teva,anda077519,budesonide,yes,no,suspension,,no,FDA
oral,,,discontinued,fda,approved,14.04.2006,2006,,,,small molecule,lovastatin,,,,,sun pharm industries,sun,anda077520,lovastatin,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,22.05.2012,2012,infectious and parasitic diseases,<acquired immunodeficiency syndrome>,,small molecule,nevirapine,"1 indications and usage nevirapine tablets are indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus (hiv-1) infection in adults and pediatric patients 15 days and older [see clinical studies (14.1 , 14.2 )] . limitations of use: based on serious and life-threatening hepatotoxicity observed in controlled and uncontrolled trials, nevirapine tablets is not recommended to be initiated, unless the benefit outweighs the risk, in: adult females with cd4 + cell counts greater than 250 cells/mm 3 or adult males with cd4 + cell counts greater than 400 cells/mm 3 [see warnings and precautions (5.1) ]. nevirapine is an nnrti indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus (hiv-1) infection in adults and pediatric patients 15 days and older. ( 1 ) limitations of use: based on serious and life-threatening hepatotoxicity observed in controlled and uncontrolled trials, nevirapine is not recommended to be initiated, unless the benefit outweighs the risk, in: adult females with cd4 + cell counts greater than 250 cells/mm 3 adult males with cd4 + cell counts greater than 400 cells/mm 3 ( 1 , 5.1 )",,,,aurobindo,aurobindo,anda077521,nevirapine,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,12.06.2007,2007,,,,small molecule,trandolapril,,,,,lupin,lupin,anda077522,trandolapril,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,24.04.2008,2008,,,,small molecule,phentermine hydrochloride,,,,,kvk tech,kvk,anda040887,phentermine hydrochloride,yes,no,capsule,,no,FDA
oral,,,discontinued,fda,approved,12.09.2007,2007,,,,small molecule,fluconazole,,,,,ivax sub teva pharms,teva,anda077523,fluconazole,yes,no,suspension,,no,FDA
topical,,,authorised,fda,approved,11.04.2008,2008,,,,small molecule,fluorouracil,,,,,dr reddys labs sa,dr reddys,anda077524,fluorouracil,yes,no,cream,,no,FDA
oral,,,discontinued,fda,approved,24.08.2006,2006,,,,small molecule,gabapentin,,,,,sun pharm inds ltd,sun,anda077525,gabapentin,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,26.03.2013,2013,,,,small molecule,rizatriptan benzoate,,,,,chartwell rx,chartwell,anda077526,rizatriptan benzoate,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,09.05.2008,2008,,,,small molecule,drospirenone and ethinyl estradiol,,,,,barr,barr,anda077527,drospirenone,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,19.06.2012,2012,,,,small molecule,olanzapine and fluoxetine hydrochloride,,,,,teva pharms,teva,anda077528,fluoxetine hydrochloride,yes,no,capsule,,no,FDA
oral,,,discontinued,fda,approved,04.01.2016,2016,,,,small molecule,valsartan,,,,,ivax pharms,ivax,anda077530,valsartan,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,31.08.2006,2006,,,,small molecule,fosinopril sodium,,,,,watson labs,watson,anda077531,fosinopril sodium,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,07.05.2008,2008,,,,small molecule,acarbose,,,,,watson labs,watson,anda077532,acarbose,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,02.07.2007,2007,,,,small molecule,terbinafine hydrochloride,,,,,invagen pharms,invagen,anda077533,terbinafine hydrochloride,yes,no,tablet,,no,FDA
injection,,,authorised,fda,approved,18.07.2011,2011,,,,small molecule,methylprednisolone sodium succinate,,,,,sagent pharms inc,sagent,anda040888,methylprednisolone sodium succinate,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,03.10.2006,2006,,,,small molecule,citalopram hydrobromide,,,,,invagen pharms,invagen,anda077534,citalopram hydrobromide,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,25.06.2007,2007,,,,small molecule,ondansetron hydrochloride,,,,,glenmark pharms ltd,glenmark,anda077535,ondansetron hydrochloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,30.11.2006,2006,,,,small molecule,moexipril hydrochloride,,,,,chartwell rx,chartwell,anda077536,moexipril hydrochloride,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,18.10.2007,2007,,,,small molecule,glyburide,,,,,aurobindo pharma,aurobindo,anda077537,glyburide,yes,no,tablet,,no,FDA
nasal,,,authorised,fda,approved,12.09.2007,2007,,,,small molecule,fluticasone propionate,,,,,apotex,apotex,anda077538,fluticasone propionate,yes,no,spray,,no,FDA
oral,,,discontinued,fda,conditional marketing authorisation,24.05.2006,2006,,,,small molecule,zolpidem tartrate,,,,,synthon pharms,synthon,anda077540,zolpidem tartrate,yes,no,tablet,,no,FDA
injection,,,authorised,fda,approved,26.12.2006,2006,,,,small molecule,ondansetron hydrochloride preservative free,,,,,hikma,hikma,anda077541,ondansetron hydrochloride,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,06.08.2010,2010,,,,small molecule,risperidone,,,,,sun pharm inds ltd,sun,anda077542,risperidone,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,18.05.2011,2011,,,,small molecule,risperidone,,,,,chartwell molecular,chartwell,anda077543,risperidone,yes,no,tablet,,no,FDA
injection,,,discontinued,fda,approved,26.12.2006,2006,,,,small molecule,ondansetron hydrochloride,,,,,pliva hrvatska doo,pliva,anda077544,ondansetron hydrochloride,yes,no,injectable,,no,FDA
injection,,,authorised,fda,approved,13.09.2010,2010,,,,small molecule,methylergonovine maleate,,,,,breckenridge,breckenridge,anda040889,methylergonovine maleate,yes,no,injectable,,no,FDA
oral,,,discontinued,fda,approved,06.09.2007,2007,,,,small molecule,ondansetron hydrochloride,,,,,hikma intl pharms,hikma,anda077545,ondansetron hydrochloride,yes,no,tablet,,no,FDA
topical,,,authorised,fda,approved,13.07.2006,2006,diseases of the skin,<rosacea>,,small molecule,metronidazole,"indications and usage metronidazole gel usp (topical), 0.75%, is indicated for topical application in the treatment of inflammatory papules and pustules of rosacea.",,,,encube,not reported,anda077547,metronidazole,yes,no,gel,,no,FDA
injection,,,authorised,fda,approved,26.12.2006,2006,,,,small molecule,ondansetron hydrochloride preservative free,,,,,hospira,hospira,anda077548,ondansetron hydrochloride,yes,no,injectable,,no,FDA
topical,,,authorised,fda,approved,19.12.2007,2007,,,,small molecule,metronidazole,,,,,cosette,not reported,anda077549,metronidazole,yes,no,cream,,no,FDA
oral,,,discontinued,fda,approved,14.05.2015,2015,,,,small molecule,escitalopram oxalate,,,,,esjay pharma,esjay,anda077550,escitalopram oxalate,yes,no,tablet,,no,FDA
injection,,,authorised,fda,approved,27.06.2007,2007,,,,small molecule,ondansetron hydrochloride preservative free,,,,,sandoz,sandoz,anda077551,ondansetron hydrochloride,yes,no,injectable,,no,FDA
topical,,,authorised,fda,approved,09.01.2006,2006,,,,small molecule,desoximetasone,,,,,padagis us,padagis,anda077552,desoximetasone,yes,no,gel,,no,FDA
vaginal,,,authorised,fda,approved,09.03.2007,2007,infectious and parasitic diseases; diseases of the genitourinary system,<vulvovaginal candidiasis>,,small molecule,terconazole,"indications and usage terconazole vaginal suppositories, 80 mg is indicated for the local treatment of vulvovaginal candidiasis (moniliasis). as this product is effective only for vulvovaginitis caused by the genus candida , the diagnosis should be confirmed by koh smears and/or cultures.",,,,taro,taro,anda077553,terconazole,yes,no,suppository,,no,FDA
oral,,,authorised,fda,approved,04.11.2011,2011,,,,small molecule,tiagabine hydrochloride,,,,,sun pharm inds,sun,anda077555,tiagabine hydrochloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,02.08.2007,2007,,,,small molecule,ondansetron,,,,,sun pharm inds,sun,anda077557,ondansetron,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,01.11.2010,2010,,,,small molecule,prednisone,,,,,hikma pharms,hikma,anda040890,prednisone,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,05.05.2017,2017,,,,small molecule,lamivudine and zidovudine,,,,,aurobindo pharma,aurobindo,anda077558,lamivudine,yes,no,tablet,,no,FDA
inhalation,,,authorised,fda,approved,31.12.2007,2007,,,,small molecule,albuterol sulfate and ipratropium bromide,,,,,cipla,cipla,anda077559,albuterol sulfate,yes,no,solution,,no,FDA
oral,,,authorised,fda,approved,02.03.2012,2012,,,,small molecule,ziprasidone hydrochloride,,,,,lupin pharms,lupin,anda077560,ziprasidone hydrochloride,yes,no,capsule,,no,FDA
oral,,,authorised,fda,approved,02.03.2012,2012,,,,small molecule,ziprasidone hydrochloride,,,,,apotex,apotex,anda077561,ziprasidone hydrochloride,yes,no,capsule,,no,FDA
oral,,,authorised,fda,approved,01.06.2012,2012,mental and behavioural disorders,<schizophrenia>; <bipolar disorder>,,small molecule,ziprasidone hydrochloride,"1 indications and usage ziprasidone capsules are indicated for the treatment of schizophrenia, as monotherapy for the acute treatment of bipolar manic or mixed episodes, and as an adjunct to lithium or valproate for the maintenance treatment of bipolar disorder. when deciding among the alternative treatments available for the condition needing treatment, the prescriber should consider the finding of ziprasidone’s greater capacity to prolong the qt/qtc interval compared to several other antipsychotic drugs [see warnings and precautions ( 5.3 )] . prolongation of the qtc interval is associated in some other drugs with the ability to cause torsade de pointes-type arrhythmia, a potentially fatal polymorphic ventricular tachycardia, and sudden death. in many cases this would lead to the conclusion that other drugs should be tried first. whether ziprasidone will cause torsade de pointes or increase the rate of sudden death is not yet known [see warnings and precautions ( 5.3 )]. schizophrenia • ziprasidone is indicated for the treatment of schizophrenia in adults [see clinical studies ( 14.1 )]. bipolar i disorder (acute mixed or manic episodes and maintenance treatment as an adjunct to lithium or valproate) • ziprasidone is indicated as monotherapy for the acute treatment of adults with manic or mixed episodes associated with bipolar i disorder [see clinical studies ( 14.2 )]. • ziprasidone is indicated as an adjunct to lithium or valproate for the maintenance treatment of bipolar i disorder in adults [see clinical studies ( 14.2 )]. ziprasidone is an atypical antipsychotic. in choosing among treatments, prescribers should be aware of the capacity of ziprasidone to prolong the qt interval and may consider the use of other drugs first. ( 1 ) ziprasidone capsules are indicated for the: • treatment of schizophrenia in adults. ( 1 ) • acute treatment of adults as monotherapy of manic or mixed episodes associated with bipolar i disorder. ( 1 ) • maintenance treatment of bipolar i disorder as an adjunct to lithium or valproate in adults. ( 1 )",,,,sandoz inc,sandoz,anda077562,ziprasidone hydrochloride,yes,no,capsule,,no,FDA
oral,,,authorised,fda,approved,19.04.2006,2006,,,,small molecule,cyclobenzaprine hydrochloride,,,,,jubilant cadista,jubilant,anda077563,cyclobenzaprine hydrochloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,02.03.2012,2012,mental and behavioural disorders,<schizophrenia>; <bipolar disorder>,,small molecule,ziprasidone hydrochloride,"1 indications and usage ziprasidone capsules are indicated for the treatment of schizophrenia, as monotherapy for the acute treatment of bipolar manic or mixed episodes, and as an adjunct to lithium or valproate for the maintenance treatment of bipolar disorder. when deciding among the alternative treatments available for the condition needing treatment, the prescriber should consider the finding of ziprasidone’s greater capacity to prolong the qt/qtc interval compared to several other antipsychotic drugs [see warnings and precautions ( 5.3 ) ]. prolongation of the qtc interval is associated in some other drugs with the ability to cause torsade de pointes-type arrhythmia, a potentially fatal polymorphic ventricular tachycardia, and sudden death. in many cases this would lead to the conclusion that other drugs should be tried first. whether ziprasidone will cause torsade de pointes or increase the rate of sudden death is not yet known [see warnings and precautions ( 5.3 ) ] schizophrenia • ziprasidone capsules are indicated for the treatment of schizophrenia in adults [see clinical studies ( 14.1 ) ]. bipolar i disorder (acute mixed or manic episodes and maintenance treatment as an adjunct to lithium or valproate) • ziprasidone capsules are indicated as monotherapy for the acute treatment of adults with manic or mixed episodes associated with bipolar i disorder [see clinical studies ( 14.2 )]. • ziprasidone capsules are indicated as an adjunct to lithium or valproate for the maintenance treatment of bipolar i disorder in adults [see clinical studies ( 14.2 ) ]. ziprasidone capsule is an atypical antipsychotic. in choosing among treatments, prescribers should be aware of the capacity of ziprasidone capsule to prolong the qt interval and may consider the use of other drugs first ( 1 ) ziprasidone capsules are indicated for the: • treatment of schizophrenia in adults. ( 1 ) • acute treatment of adults as monotherapy of manic or mixed episodes associated with bipolar i disorder. ( 1 ) • maintenance treatment of bipolar i disorder as an adjunct to lithium or valproate in adults. ( 1 )",,,,dr reddys labs inc,dr reddys,anda077565,ziprasidone hydrochloride,yes,no,capsule,,no,FDA
oral,,,authorised,fda,approved,29.01.2009,2009,,,,small molecule,divalproex sodium,,,,,mylan,mylan,anda077567,divalproex sodium,yes,no,tablet,,no,FDA
ophthalmic,,,authorised,fda,approved,30.06.2008,2008,,,,small molecule,ciprofloxacin hydrochloride,,,,,fdc ltd,fdc,anda077568,ciprofloxacin hydrochloride,yes,no,solution; drops,,no,FDA
inhalation,,,discontinued,fda,approved,04.04.2006,2006,,,,small molecule,albuterol sulfate,,,,,landela pharm,landela,anda077569,albuterol sulfate,yes,no,solution,,no,FDA
