Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,DRUG_CODE
inhalation,,,authorised,TGA,approved,2015-05-22,2015,diseases of the respiratory system,<not reported>,auspar-tiotropium-bromide-161125.pdf,small molecule,spiriva respimat / favint respimat,spiriva is indicated as add on maintenance bronchodilator treatment in adult patients who are currently treated with the maintenance combination of inhaled corticosteroids (≥ 800 µg budesonide/day or equivalent) and long acting β2 agonists and who experienced one or more severe exacerbations in the previous year.,yes,"spiriva respimat is indicated as add-on maintenance treatment for the improvement of asthma symptoms, quality of life, and reduction of exacerbations, in adult patients with asthma who remain symptomatic on at least inhaled corticosteroids.",<asthma>,boehringer ingelheim pty limited,boehringer ingelheim,"132578, 132590",tiotropium bromide,yes,no,inhaler,pm-2014-00350-1-5,,
oral,06.10.2023,2023.0,authorised,EMA,approved,2024-12-12,2024,"endocrine, nutritional, and metabolic diseases; diseases of the nervous system",<thyrotoxicosis>; <allan-herndon-dudley syndrome>,emcitate-epar-public-assessment-report_en.pdf,small molecule,emcitate,"treatment of peripheral thyrotoxicosis in patients with monocarboxylate transporter 8 (mct8) deficiency (allan-herndon-dudley syndrome), from birth",yes,treatment of monocarboxylate transporter 8 (mct8) deficiency in all age groups,<monocarboxylate transporter 8 deficiency>,rare thyroid therapeutics international ab,rare thyroid therapeutics,ema/586378/2024,tiratricol,yes,yes,tablet,emea/h/c/005220/0000,,
cutaneous,06.02.2020,2020.0,authorised,EMA,approved,2021-05-20,2021,neoplasms; diseases of the skin,<actinic keratosis>,klisyri-epar-assessment-report_en.pdf,small molecule,klisyri,"field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis (olsen grade 1) of the face or scalp in adults",no,"field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults",<actinic keratosis>,"almirall, s.a.",almirall,ema/397273/2021,tirbanibulin,no,no,ointment,emea/h/c/005183/0000,na,
topical,22.12.2020,2020.0,authorised (under additional monitoring),Swissmedic,approved,2022-02-03,2022,diseases of the skin,<actinic keratosis>,swisspar_klisyri.pdf,small molecule,klisyri,"klisyri is indicated for the topical field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults.",no,"klisyri is indicated for the field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults.",<actinic keratosis>,almirall ag,almirall,68322,tirbanibulin,yes,no,ointment,,fda,
topical,18.08.2022,2022.0,authorised,TGA,approved,2023-09-19,2023,diseases of the skin; neoplasms,<actinic keratosis>,auspar-onakta-240830.pdf,small molecule,onakta,"topical field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults.",no,topical field treatment of actinic keratosis of the face or scalp in adults.,<actinic keratosis>,seqirus pty ltd,seqirus,391198,tirbanibulin,no,no,ointment,pm-2022-02492-1-1,na,
subcutaneous,06.10.2021,2021.0,authorised,EMA,approved,2022-07-21,2022,"endocrine, nutritional, and metabolic diseases",<type 2 diabetes mellitus>,mounjaro-epar-public-assessment-report_en.pdf,peptides and proteins,mounjaro,tirzepatide (mounjaro) is indicated for the treatment of adults with type 2 diabetes mellitus as an adjunct to diet and exercise,no,tirzepatide (mounjaro) is indicated for the treatment of adults with type 2 diabetes mellitus as an adjunct to diet and exercise,<type 2 diabetes mellitus>,eli lilly nederland b.v.,eli lilly,ema/791310/2022,tirzepatide,no,no,solution,emea/h/c/005620/0000,na,
subcutaneous,30.11.2021,2021.0,authorised,Swissmedic,approved,2022-11-02,2022,"endocrine, nutritional, and metabolic diseases",<type 2 diabetes mellitus>,swisspar_mounjaro_final.pdf,peptides and proteins,mounjaro,mounjaro is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise - as monotherapy when metformin is contraindicated or not tolerated; - in combination with other drugs that lower blood glucose.,no,mounjaro is used to treat adults with type 2 diabetes mellitus in addition to diet and exercise.,<type 2 diabetes mellitus>,eli lilly (suisse) sa,eli lilly,68726,tirzepatide,no,no,solution,,na,
subcutaneous,14.01.2022,2022.0,authorised (under additional monitoring),TGA,approved,2022-12-22,2022,"endocrine, nutritional, and metabolic diseases","<diabetes mellitus, type 2>",auspar-mounjaro-231113.pdf,peptides and proteins,mounjaro,treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise,no,treatment of adults with type 2 diabetes mellitus as an adjunct to diet and exercise,<type 2 diabetes mellitus>,eli lilly australia pty ltd,eli lilly,"379330, 379331, 379332, 379333, 379334 and 382625",tirzepatide,no,no,solution,pm-2021-05212-1-5,na,
intravenous,02.11.2017,2017.0,authorised,EMA,approved,2018-06-28,2018,neoplasms; diseases of the blood and blood-forming organs,<b-cell acute lymphoblastic leukemia>; <diffuse large b-cell lymphoma>,kymriah-epar-public-assessment-report_en.pdf,cell and gene therapy,kymriah,"paediatric and young adult patients up to 25 years of age with b-cell acute lymphoblastic leukaemia (all) that is refractory, in relapse post-transplant or in second or later relapse; adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) after two or more lines of systemic therapy.",no,treatment of paediatric and young adult patients aged 3 to 25 years with relapsed or refractory b-cell acute lymphoblastic leukaemia (all); adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) who are ineligible for autologous stem cell transplant.,"<precursor b-cell lymphoblastic leukemia-lymphoma>; <lymphoma, large b-cell, diffuse>",novartis europharm limited,novartis,ema/485563/2018,tisagenlecleucel,yes,yes,dispersion,emea/h/c/004090/0000,,
intravenous,03.03.2022,2022.0,authorised,EMA,approved,2023-07-20,2023,neoplasms; diseases of the digestive system,<oesophageal squamous cell carcinoma>,tevimbra-epar-public-assessment-report_en.pdf,biologics,tevimbra,"treatment of adult patients with unresectable, locally advanced or metastatic oesophageal squamous cell carcinoma after prior platinum-based chemotherapy",no,"treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior chemotherapy",<oesophageal squamous cell carcinoma>,novartis europharm limited,novartis,ema/359838/2023,tislelizumab,no,yes,concentrate,emea/h/c/005919/0000,na,
intravenous,08.08.2022,2022.0,authorised (under additional monitoring),Swissmedic,approved,2024-04-11,2024,neoplasms; diseases of the digestive system,<oesophageal squamous cell carcinoma>,swisspar_tevimbra.pdf,biologics,tevimbra,"tevimbra is indicated as monotherapy for the second-line treatment of adult patients with advanced or metastatic oesophageal squamous cell carcinoma who have progressed on or after platinum-based systemic therapy, who have not received prior immune checkpoint inhibitor therapy.",no,"tevimbra, as monotherapy, is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior systemic therapy.",<oesophageal squamous cell carcinoma>,beigene switzerland gmbh,beigene,68960,tislelizumab,no,no,concentrate,,na,
intravenous,01.08.2022,2022.0,authorised,TGA,approved,2024-05-24,2024,neoplasms; diseases of the respiratory system,<oesophageal neoplasms>; <lung neoplasms>,auspar-tevimbra-240808.pdf,biologics,tevimbra,oesophageal squamous cell carcinoma; non-small cell lung cancer,no,oesophageal squamous cell carcinoma; non-small cell lung cancer,<oesophageal neoplasms>; <lung neoplasms>,beigene aus pty ltd,beigene,391176,tislelizumab,no,no,tablet,,na,
intravenous,12.01.2024,2024.0,authorised,EMA,approved,2025-01-30,2025,neoplasms; diseases of the genitourinary system,<cervical cancer>,tivdak-epar-public-assessment-report_en.pdf,other,tivdak,tivdak as monotherapy is indicated for the treatment of adult patients with recurrent or metastatic cervical cancer with disease progression on or after systemic therapy.,no,tivdak as monotherapy is indicated for the treatment of adult patients with recurrent or metastatic cervical cancer with disease progression on or after systemic therapy.,<cervical cancer>,pfizer europe ma eeig,pfizer,ema/59170/2025,tisotumab vedotin,no,no,powder,emea/h/c/005363/0000,na,
oral,29.02.2016,2016.0,authorised,EMA,approved,2017-06-22,2017,neoplasms; diseases of the genitourinary system,<renal cell carcinoma>,fotivda-epar-public-assessment-report_en.pdf,small molecule,fotivda,treatment of adult patients with advanced renal cell carcinoma (rcc) who are vegfr pathway inhibitor-naïve and are either untreated or who have failed prior therapy with interferon-alpha (ifn-α) or interleukin-2 (il-2).,no,treatment of adult patients with advanced renal cell carcinoma (rcc) who are vegfr pathway inhibitor-naïve and are either untreated or who have failed prior therapy with interferon-alpha (ifn-α) or interleukin-2 (il-2).,<renal cell carcinoma>,eusa pharma,eusa,ema/chmp/437168/2017,tivozanib,no,no,capsule,emea/h/c/004131/0000,na,
intramuscular,14.03.2022,2022.0,authorised,EMA,approved,2022-03-24,2022,infectious and parasitic diseases,<covid-19>,evusheld-epar-public-assessment-report_en.pdf,biologics,evusheld,prophylaxis of covid-19 in adults 18 years of age and older,no,prophylaxis of covid-19 in adults 18 years of age and older,<covid-19>,astrazeneca ab,astrazeneca,ema/205600/2022,tixagevimab + cilgavimab,no,no,solution,emea/h/c/005788/0000,na,
intramuscular,04.08.2022,2022.0,authorised (under additional monitoring),TGA,approved,2022-12-12,2022,infectious and parasitic diseases,<covid-19>,auspar-evusheld-230104.pdf,biologics,evusheld,"treatment of adults with covid-19, who do not require supplemental oxygen and who are at increased risk of progressing to severe covid-19",yes,treatment of mild to moderate covid-19 in adults and adolescents aged 12 years and older weighing at least 40 kg,<covid-19>,astrazeneca pty ltd,astrazeneca,378245,tixagevimab and cilgavimab,yes,no,solution,pm-2021-05375-1-2 and pm-2022-03097-1-2,,
intramuscular,01.09.2022,2022.0,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,2023-04-27,2023,infectious and parasitic diseases; diseases of the respiratory system,<covid-19>,swisspar_evusheld-2.pdf,biologics,evusheld,treatment of mild-to-moderate covid-19 in adults and adolescents (from 12 years of age with minimum body weight of 40 kg) who do not require supplemental oxygen or hospitalisation due to covid-19 and who are at risk of progressing to severe covid-19,yes,treatment of covid-19 in adults and paediatric individuals (12 years of age and older weighing at least 40 kg),<covid-19>,astrazeneca ag,astrazeneca,68704,"tixagevimab, cilgavimab",yes,no,solution,,na,
intramuscular,02.12.2021,2021.0,authorised (under additional monitoring),TGA,approved,2022-02-24,2022,infectious and parasitic diseases,<covid-19>,auspar-tixagevimab-cilgavimab-220311.pdf,biologics,evusheld,pre-exposure prophylaxis of covid-19 in adults and adolescents aged 12 years and older weighing at least 40 kg,no,prophylaxis of covid-19 in adults and adolescents aged 12 years and older weighing at least 40 kg,<covid-19>,astrazeneca pty ltd,astrazeneca,378245,tixagevimab/cilgavimab,no,no,solution,pm-2021-05375-1-2,na,
inhalation,31.07.2018,2018.0,authorised,EMA,approved,2018-12-13,2018,infectious and parasitic diseases; diseases of the respiratory system,<chronic pulmonary infection>; <cystic fibrosis>,vantobra-previously-tobramycin-pari-epar-public-assessment-report_en.pdf,small molecule,tobramycin pari,management of chronic pulmonary infection due to pseudomonas aeruginosa in patients aged 6 years and older with cystic fibrosis (cf),yes,management of chronic pulmonary infection due to pseudomonas aeruginosa in patients aged 6 years and older with cystic fibrosis (cf),<cystic fibrosis>,pari pharma gmbh,pari,ema/901707/2018,tobramycin,yes,no,solution,emea/h/c/005086/0000,,
inhalation,,,authorised,TGA,approved,2012-02-27,2012,diseases of the respiratory system; infectious and parasitic diseases,<cystic fibrosis>,auspar-tobramycin-inhalation-powder-121026.pdf,small molecule,tobi podhaler,management of cystic fibrosis patients with pseudomonas aeruginosa infections,no,management of cystic fibrosis patients with pseudomonas aeruginosa infections,<cystic fibrosis>; <pseudomonas infections>,novartis pharmaceuticals australia pty ltd,novartis,182302,tobramycin,no,yes,powder,pm-2011-00135-3-2,na,
intravenous,29.11.2007,2007.0,authorised,EMA,approved,2008-11-20,2008,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>,roactemra-epar-public-assessment-report_en.pdf,biologics,roactemra,"roactemra, in combination with methotrexate (mtx) is indicated for the treatment of moderate to severe active rheumatoid arthritis (ra) in adult patients who have either responded inadequately to, or who were intolerant to, previous therapy with one or more dmards or tumour necrosis factor (tnf) antagonists. in these patients, roactemra can be given as monotherapy in case of intolerance to mtx or where continued treatment with mtx is inappropriate.",no,treatment of moderate to severe active rheumatoid arthritis in adult patients who have not been previously treated with traditional dmards or have an inadequate response to one or more traditional dmards or are intolerant to a tumour necrosis factor antagonist.,<rheumatoid arthritis>,roche registration ltd.,roche,ema/26276/2009,tocilizumab,no,no,concentrate,emea/h/c/000955,na,
